snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
2,20,County Model,4,County,106,Hequ,,
2,20,County Model,2,Inventory '000 t,106,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",106,4245.0,,
2,20,County Model,1,Province,107,Shanxi,,
2,20,County Model,4,County,107,Heshun,,
2,20,County Model,2,Inventory '000 t,107,3888.6,,
2,20,County Model,3,"Geological
Endowment '000 t",107,3888.6,,
2,20,County Model,1,Province,108,Shanxi,,
2,20,County Model,4,County,108,Huairen,,
2,20,County Model,2,Inventory '000 t,108,5886.0,,
2,20,County Model,3,"Geological
Endowment '000 t",108,14564.5,,
2,20,County Model,1,Province,109,Shanxi,,
2,20,County Model,4,County,109,Huozhou,,
2,20,County Model,2,Inventory '000 t,109,20810.0,,
2,20,County Model,3,"Geological
Endowment '000 t",109,20810.0,,
2,20,County Model,1,Province,110,Shanxi,,
2,20,County Model,4,County,110,Jiaokou,,
2,20,County Model,2,Inventory '000 t,110,144749.74,,
2,20,County Model,3,"Geological
Endowment '000 t",110,731765.0399999999,,
2,20,County Model,1,Province,111,Shanxi,,
2,20,County Model,4,County,111,Jiexiu,,
2,20,County Model,2,Inventory '000 t,111,4323.0,,
2,20,County Model,3,"Geological
Endowment '000 t",111,4323.0,,
2,20,County Model,1,Province,112,Shanxi,,
2,20,County Model,4,County,112,Jingle,,
2,20,County Model,2,Inventory '000 t,112,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",112,20429.9,,
2,20,County Model,1,Province,113,Shanxi,,
2,20,County Model,4,County,113,Jincheng,,
2,20,County Model,2,Inventory '000 t,113,2926.0,,
2,20,County Model,3,"Geological
Endowment '000 t",113,24860.0,,
2,20,County Model,1,Province,114,Shanxi,,
2,20,County Model,4,County,114,Lin,,
2,20,County Model,2,Inventory '000 t,114,53325.5,,
2,20,County Model,3,"Geological
Endowment '000 t",114,53325.5,,
2,20,County Model,1,Province,115,Shanxi,,
2,20,County Model,4,County,115,Lingshi,,
2,20,County Model,2,Inventory '000 t,115,51706.1,,
2,20,County Model,3,"Geological
Endowment '000 t",115,65936.7,,
2,20,County Model,1,Province,116,Shanxi,,
2,20,County Model,4,County,116,Liulin,,
2,20,County Model,2,Inventory '000 t,116,40156.0,,
2,20,County Model,3,"Geological
Endowment '000 t",116,414642.0,,
2,20,County Model,1,Province,117,Shanxi,,
2,20,County Model,4,County,117,Lvliang,,
2,20,County Model,2,Inventory '000 t,117,17026.3,,
2,20,County Model,3,"Geological
Endowment '000 t",117,44163.3,,
2,20,County Model,1,Province,118,Shanxi,,
2,20,County Model,4,County,118,Loufan,,
2,20,County Model,2,Inventory '000 t,118,58418.0,,
2,20,County Model,3,"Geological
Endowment '000 t",118,74198.9,,
2,20,County Model,1,Province,119,Shanxi,,
2,20,County Model,4,County,119,Yingze,,
2,20,County Model,2,Inventory '000 t,119,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",119,12474.8,,
2,20,County Model,1,Province,120,Shanxi,,
2,20,County Model,4,County,120,Yu,,
2,20,County Model,2,Inventory '000 t,120,63872.0,,
2,20,County Model,3,"Geological
Endowment '000 t",120,63872.0,,
2,20,County Model,1,Province,121,Shanxi,,
2,20,County Model,4,County,121,Ningwu,,
2,20,County Model,2,Inventory '000 t,121,37071.4,,
2,20,County Model,3,"Geological
Endowment '000 t",121,80547.8,,
2,20,County Model,1,Province,122,Shanxi,,
2,20,County Model,4,County,122,Pinglu,,
2,20,County Model,2,Inventory '000 t,122,123712.73,,
2,20,County Model,3,"Geological
Endowment '000 t",122,131359.73,,
2,20,County Model,1,Province,123,Shanxi,,
2,20,County Model,4,County,123,Qinyuan,,
2,20,County Model,2,Inventory '000 t,123,35793.7,,
2,20,County Model,3,"Geological
Endowment '000 t",123,120021.1,,
2,20,County Model,1,Province,124,Shanxi,,
2,20,County Model,4,County,124,Shenchi,,
2,20,County Model,2,Inventory '000 t,124,3727.4,,
2,20,County Model,3,"Geological
Endowment '000 t",124,6378.2,,
2,20,County Model,1,Province,125,Shanxi,,
2,20,County Model,4,County,125,Shuozhou,,
2,20,County Model,2,Inventory '000 t,125,4586.0,,
2,20,County Model,3,"Geological
Endowment '000 t",125,7323.8,,
2,20,County Model,1,Province,126,Shanxi,,
2,20,County Model,4,County,126,Wutai,,
2,20,County Model,2,Inventory '000 t,126,77794.8,,
2,20,County Model,3,"Geological
Endowment '000 t",126,80955.8,,
2,20,County Model,1,Province,127,Shanxi,,
2,20,County Model,4,County,127,Wuxiang,,
2,20,County Model,2,Inventory '000 t,127,8244.1,,
2,20,County Model,3,"Geological
Endowment '000 t",127,14574.6,,
2,20,County Model,1,Province,128,Shanxi,,
2,20,County Model,4,County,128,Xia,,
2,20,County Model,2,Inventory '000 t,128,6303.6,,
2,20,County Model,3,"Geological
Endowment '000 t",128,6303.6,,
2,20,County Model,1,Province,129,Shanxi,,
2,20,County Model,4,County,129,Xiangyuan,,
2,20,County Model,2,Inventory '000 t,129,9470.0,,
2,20,County Model,3,"Geological
Endowment '000 t",129,48487.8,,
2,20,County Model,1,Province,130,Shanxi,,
2,20,County Model,4,County,130,Xiaoyi,,
2,20,County Model,2,Inventory '000 t,130,295000.5,,
2,20,County Model,3,"Geological
Endowment '000 t",130,331002.7,,
2,20,County Model,1,Province,131,Shanxi,,
2,20,County Model,4,County,131,Xing,,
2,20,County Model,2,Inventory '000 t,131,126902.79999999999,,
2,20,County Model,3,"Geological
Endowment '000 t",131,424954.0,,
2,20,County Model,1,Province,132,Shanxi,,
2,20,County Model,4,County,132,Xiyang,,
2,20,County Model,2,Inventory '000 t,132,19152.0,,
2,20,County Model,3,"Geological
Endowment '000 t",132,27352.0,,
2,20,County Model,1,Province,133,Shanxi,,
2,20,County Model,4,County,133,Yuanping,,
2,20,County Model,2,Inventory '000 t,133,40978.1,,
2,20,County Model,3,"Geological
Endowment '000 t",133,64243.2,,
2,20,County Model,1,Province,134,Shanxi,,
2,20,County Model,4,County,134,Yangquan,,
2,20,County Model,2,Inventory '000 t,134,111240.79999999999,,
2,20,County Model,3,"Geological
Endowment '000 t",134,166705.4,,
2,20,County Model,1,Province,135,Shanxi,,
2,20,County Model,4,County,135,Yuanqu,,
2,20,County Model,2,Inventory '000 t,135,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",135,20000.0,,
2,20,County Model,1,Province,136,Shanxi,,
2,20,County Model,4,County,136,Zhongyang,,
2,20,County Model,2,Inventory '000 t,136,7335.0,,
2,20,County Model,3,"Geological
Endowment '000 t",136,27695.0,,
2,20,County Model,1,Province,137,Shanxi,,
2,20,County Model,4,County,137,Zuoquan,,
2,20,County Model,2,Inventory '000 t,137,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",137,66764.9,,
2,20,County Model,1,Province,138,Sichuan,,
2,20,County Model,4,County,138,Guangyuan,,
2,20,County Model,2,Inventory '000 t,138,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",138,37466.0,,
2,20,County Model,1,Province,139,Sichuan,,
2,20,County Model,4,County,139,Lushan,,
2,20,County Model,2,Inventory '000 t,139,14520.0,,
2,20,County Model,3,"Geological
Endowment '000 t",139,87360.0,,
2,20,County Model,1,Province,140,Sichuan,,
2,20,County Model,4,County,140,Miyi,,
2,20,County Model,2,Inventory '000 t,140,1160.0,,
2,20,County Model,3,"Geological
Endowment '000 t",140,6160.0,,
2,20,County Model,1,Province,141,Sichuan,,
2,20,County Model,4,County,141,Tianquan,,
2,20,County Model,2,Inventory '000 t,141,4540.0,,
2,20,County Model,3,"Geological
Endowment '000 t",141,4540.0,,
2,20,County Model,1,Province,142,Xinjiang,,
2,20,County Model,4,County,142,Xinjiang,,
2,20,County Model,2,Inventory '000 t,142,553.2,,
2,20,County Model,3,"Geological
Endowment '000 t",142,553.2,,
2,20,County Model,1,Province,143,Yunnan,,
2,20,County Model,4,County,143,Annin,,
2,20,County Model,2,Inventory '000 t,143,5539.0,,
2,20,County Model,3,"Geological
Endowment '000 t",143,5539.0,,
2,20,County Model,1,Province,144,Yunnan,,
2,20,County Model,4,County,144,Chengong,,
2,20,County Model,2,Inventory '000 t,144,969.0,,
2,20,County Model,3,"Geological
Endowment '000 t",144,969.0,,
2,20,County Model,1,Province,145,Yunnan,,
2,20,County Model,4,County,145,Fumin,,
2,20,County Model,2,Inventory '000 t,145,3344.0,,
2,20,County Model,3,"Geological
Endowment '000 t",145,3344.0,,
2,20,County Model,1,Province,146,Yunnan,,
2,20,County Model,4,County,146,Guangnan,,
2,20,County Model,2,Inventory '000 t,146,8023.0,,
2,20,County Model,3,"Geological
Endowment '000 t",146,10137.0,,
2,20,County Model,1,Province,147,Yunnan,,
2,20,County Model,4,County,147,Gudu,,
2,20,County Model,2,Inventory '000 t,147,3654.0,,
2,20,County Model,3,"Geological
Endowment '000 t",147,3654.0,,
2,20,County Model,1,Province,148,Yunnan,,
2,20,County Model,4,County,148,Heqing,,
2,20,County Model,2,Inventory '000 t,148,239.0,,
2,20,County Model,3,"Geological
Endowment '000 t",148,239.0,,
2,20,County Model,1,Province,149,Yunnan,,
2,20,County Model,4,County,149,Hongta,,
2,20,County Model,2,Inventory '000 t,149,147.0,,
2,20,County Model,3,"Geological
Endowment '000 t",149,147.0,,
2,20,County Model,1,Province,150,Yunnan,,
2,20,County Model,4,County,150,Jinnin,,
2,20,County Model,2,Inventory '000 t,150,259.0,,
2,20,County Model,3,"Geological
Endowment '000 t",150,259.0,,
2,20,County Model,1,Province,151,Yunnan,,
2,20,County Model,4,County,151,Ludian,,
2,20,County Model,2,Inventory '000 t,151,0.0,,
2,20,County Model,3,"Geological
Endowment '000 t",151,20100.0,,
2,20,County Model,1,Province,152,Yunnan,,
2,20,County Model,4,County,152,Malipo,,
2,20,County Model,2,Inventory '000 t,152,1686.9,,
2,20,County Model,3,"Geological
Endowment '000 t",152,3464.3,,
2,20,County Model,1,Province,153,Yunnan,,
2,20,County Model,4,County,153,Songming,,
2,20,County Model,2,Inventory '000 t,153,1141.0,,
2,20,County Model,3,"Geological
Endowment '000 t",153,1141.0,,
2,20,County Model,1,Province,154,Yunnan,,
2,20,County Model,4,County,154,Wenshan,,
2,20,County Model,2,Inventory '000 t,154,78143.3,,
2,20,County Model,3,"Geological
Endowment '000 t",154,82951.3,,
2,20,County Model,1,Province,155,Yunnan,,
2,20,County Model,4,County,155,Xichou,,
2,20,County Model,2,Inventory '000 t,155,34214.2,,
2,20,County Model,3,"Geological
Endowment '000 t",155,34214.2,,
2,20,County Model,1,Province,156,Yunnan,,
2,20,County Model,4,County,156,Xishan,,
2,20,County Model,2,Inventory '000 t,156,1058.0,,
2,20,County Model,3,"Geological
Endowment '000 t",156,1058.0,,
2,20,County Model,1,Province,157,Yunnan,,
2,20,County Model,4,County,157,Yanshan,,
2,20,County Model,2,Inventory '000 t,157,5666.0,,
2,20,County Model,3,"Geological
Endowment '000 t",157,13931.0,,
