daily_price_data_id,date,cbixusd,daybeforecbx,elementdatayear,elementdatamonth,elementdataday
194,40918.0,46.18847173,0,2012,1,10
195,40919.0,46.45806719,0,2012,1,11
196,40920.0,46.842664,0,2012,1,12
197,40921.0,46.92190452,0,2012,1,13
198,40922.0,47.23310324,0,2012,1,14
199,40923.0,47.36091265,0,2012,1,15
200,40924.0,47.36091265,0,2012,1,16
201,40925.0,47.37406953,0,2012,1,17
202,40926.0,48.05226415,0,2012,1,18
203,40927.0,47.88463786,0,2012,1,19
204,40928.0,48.83517816,0,2012,1,20
205,40929.0,48.60608358,0,2012,1,21
206,40930.0,48.76544449,0,2012,1,22
207,40931.0,48.76544449,0,2012,1,23
208,40932.0,48.76544449,0,2012,1,24
209,40933.0,48.72996,0,2012,1,25
210,40934.0,48.78587733,0,2012,1,26
211,40935.0,48.78587733,0,2012,1,27
212,40936.0,49.36969097,0,2012,1,28
213,40937.0,49.62702174,0,2012,1,29
214,40938.0,50.70368618,0,2012,1,30
215,40939.0,50.3713147,0,2012,1,31
216,40940.0,50.68335513,0,2012,2,1
217,40941.0,50.22002474,0,2012,2,2
218,40942.0,49.62417375,0,2012,2,3
219,40943.0,48.88847416,0,2012,2,4
220,40944.0,49.36072136,0,2012,2,5
221,40945.0,51.27202074,0,2012,2,6
222,40946.0,51.0972793,0,2012,2,7
223,40947.0,51.39497272,0,2012,2,8
224,40948.0,52.23695122,0,2012,2,9
225,40949.0,52.50638155,0,2012,2,10
226,40950.0,52.20073579,0,2012,2,11
227,40951.0,52.77980021,0,2012,2,12
228,40952.0,53.01140336,0,2012,2,13
229,40953.0,51.06077965,0,2012,2,14
230,40954.0,49.92941502,0,2012,2,15
231,40955.0,49.90664485,0,2012,2,16
232,40956.0,48.49171754,0,2012,2,17
233,40957.0,48.7825787,0,2012,2,18
234,40958.0,48.28390778,0,2012,2,19
235,40959.0,48.9158001,0,2012,2,20
236,40960.0,48.69842226,0,2012,2,21
237,40961.0,48.4137756,0,2012,2,22
238,40962.0,47.11159178,0,2012,2,23
239,40963.0,47.31957901,0,2012,2,24
240,40964.0,47.31957901,0,2012,2,25
241,40965.0,47.31957901,0,2012,2,26
242,40966.0,47.75427447,0,2012,2,27
243,40967.0,48.03688027,0,2012,2,28
244,40968.0,47.32643471,0,2012,2,29
245,40969.0,47.78712908,0,2012,3,1
246,40970.0,47.27960688,0,2012,3,2
247,40971.0,47.45571517,0,2012,3,3
248,40972.0,47.45020932,0,2012,3,4
249,40973.0,47.24765876,0,2012,3,5
250,40974.0,47.19324095,0,2012,3,6
251,40975.0,45.19386036,0,2012,3,7
252,40976.0,44.46369205,0,2012,3,8
253,40977.0,44.94365428,0,2012,3,9
254,40978.0,44.7735303,0,2012,3,10
255,40979.0,44.7735303,0,2012,3,11
256,40980.0,45.5012967,0,2012,3,12
257,40981.0,45.85033454,0,2012,3,13
258,40982.0,45.73241487,0,2012,3,14
259,40983.0,46.25066325,0,2012,3,15
260,40984.0,46.1062078,0,2012,3,16
261,40985.0,46.1257328,0,2012,3,17
262,40986.0,46.22480208,0,2012,3,18
263,40987.0,46.13595179,0,2012,3,19
264,40988.0,45.70642463,0,2012,3,20
265,40989.0,44.98759949,0,2012,3,21
266,40990.0,44.94179053,0,2012,3,22
267,40991.0,44.45426534,0,2012,3,23
268,40992.0,45.05288778,0,2012,3,24
269,40993.0,44.8559937,0,2012,3,25
270,40994.0,44.44327131,0,2012,3,26
271,40995.0,44.34351452,0,2012,3,27
272,40996.0,44.03337922,0,2012,3,28
273,40997.0,43.85118514,0,2012,3,29
274,40998.0,44.21583599,0,2012,3,30
275,40999.0,43.09380131,0,2012,3,31
276,41000.0,42.99925744,0,2012,4,1
277,41001.0,42.99925744,0,2012,4,2
278,41002.0,42.99925744,0,2012,4,3
279,41003.0,42.92088892,0,2012,4,4
280,41004.0,43.03936765,0,2012,4,5
281,41005.0,43.39082129,0,2012,4,6
282,41006.0,43.91905456,0,2012,4,7
283,41007.0,43.41226884,0,2012,4,8
284,41008.0,43.62243587,0,2012,4,9
285,41009.0,43.99379938,0,2012,4,10
286,41010.0,42.93109297,0,2012,4,11
287,41011.0,42.8853633,0,2012,4,12
288,41012.0,43.05003063,0,2012,4,13
289,41013.0,43.05003063,0,2012,4,14
290,41014.0,43.33009303,0,2012,4,15
291,41015.0,43.37603792,0,2012,4,16
292,41016.0,43.42393318,0,2012,4,17
293,41017.0,43.49312496,0,2012,4,18
294,41018.0,44.49303705,0,2012,4,19
295,41019.0,44.62602523,0,2012,4,20
296,41020.0,44.71159853,0,2012,4,21
297,41021.0,45.39310837,0,2012,4,22
298,41022.0,45.18918366,0,2012,4,23
299,41023.0,45.40945588,0,2012,4,24
300,41024.0,46.27407879,0,2012,4,25
301,41025.0,46.24450635,0,2012,4,26
302,41026.0,46.02250653,0,2012,4,27
303,41027.0,45.53739429,0,2012,4,28
304,41028.0,45.52877164,0,2012,4,29
305,41029.0,46.58150988,0,2012,4,30
306,41030.0,46.86863198,0,2012,5,1
307,41031.0,46.86290122,0,2012,5,2
308,41032.0,48.15358438,0,2012,5,3
309,41033.0,48.16034619,0,2012,5,4
310,41034.0,48.10483854,0,2012,5,5
311,41035.0,48.40802064,0,2012,5,6
312,41036.0,48.43111573,0,2012,5,7
313,41037.0,48.25672394,0,2012,5,8
314,41038.0,47.82301201,0,2012,5,9
315,41039.0,47.84178672,0,2012,5,10
316,41040.0,48.21810301,0,2012,5,11
317,41041.0,48.04706998,0,2012,5,12
318,41042.0,48.14977414,0,2012,5,13
319,41043.0,48.6153896,0,2012,5,14
320,41044.0,48.25714451,0,2012,5,15
321,41045.0,48.68130653,0,2012,5,16
322,41046.0,48.80335616,0,2012,5,17
323,41047.0,49.22810741,0,2012,5,18
324,41048.0,48.5279783,0,2012,5,19
325,41049.0,48.56372491,0,2012,5,20
326,41050.0,48.45362343,0,2012,5,21
327,41051.0,48.38092862,0,2012,5,22
328,41052.0,48.91866918,0,2012,5,23
329,41053.0,48.29657796,0,2012,5,24
330,41054.0,48.01993684,0,2012,5,25
331,41055.0,48.39649865,0,2012,5,26
332,41056.0,48.46680802,0,2012,5,27
333,41057.0,50.03445375,0,2012,5,28
334,41058.0,50.03445375,0,2012,5,29
335,41059.0,50.03445375,0,2012,5,30
336,41060.0,50.03445375,0,2012,5,31
337,41061.0,50.45117109,0,2012,6,1
338,41062.0,49.02290848,0,2012,6,2
339,41063.0,49.02030547,0,2012,6,3
340,41064.0,49.02030547,0,2012,6,4
341,41065.0,49.02030547,0,2012,6,5
342,41066.0,49.00269906,0,2012,6,6
343,41067.0,49.81282239,0,2012,6,7
344,41068.0,50.88681424,0,2012,6,8
345,41069.0,51.11171551,0,2012,6,9
346,41070.0,51.33167972,0,2012,6,10
347,41071.0,53.01897535,0,2012,6,11
348,41072.0,53.0177602,0,2012,6,12
349,41073.0,52.51346616,0,2012,6,13
350,41074.0,53.68644412,0,2012,6,14
351,41075.0,53.44044601,0,2012,6,15
352,41076.0,55.05949441,0,2012,6,16
353,41077.0,54.66930851,0,2012,6,17
354,41078.0,55.08669749,0,2012,6,18
355,41079.0,56.01571611,0,2012,6,19
356,41080.0,57.37484381,0,2012,6,20
357,41081.0,57.89174246,0,2012,6,21
358,41082.0,58.36481662,0,2012,6,22
359,41083.0,62.99850813,0,2012,6,23
360,41084.0,64.0916257,0,2012,6,24
361,41085.0,63.62794967,0,2012,6,25
362,41086.0,63.57514081,0,2012,6,26
363,41087.0,64.01208568,0,2012,6,27
364,41088.0,64.01208568,0,2012,6,28
365,41089.0,63.88339071,0,2012,6,29
366,41090.0,63.88339071,0,2012,6,30
367,41091.0,64.24117209,0,2012,7,1
368,41092.0,64.24117209,0,2012,7,2
369,41093.0,64.42105066,0,2012,7,3
370,41094.0,64.42105066,0,2012,7,4
371,41095.0,64.42105066,0,2012,7,5
372,41096.0,64.35847455,0,2012,7,6
373,41097.0,64.73357759,0,2012,7,7
374,41098.0,64.73357759,0,2012,7,8
375,41099.0,64.70950374,0,2012,7,9
376,41100.0,64.70950374,0,2012,7,10
377,41101.0,63.47286253,0,2012,7,11
378,41102.0,64.08944744,0,2012,7,12
379,41103.0,63.98285648,0,2012,7,13
380,41104.0,63.98285648,0,2012,7,14
381,41105.0,63.98285648,0,2012,7,15
382,41106.0,63.98285648,0,2012,7,16
383,41107.0,63.98285648,0,2012,7,17
384,41108.0,63.90767653,0,2012,7,18
385,41109.0,63.36377147,0,2012,7,19
386,41110.0,63.19761828,0,2012,7,20
387,41111.0,63.19761828,0,2012,7,21
388,41112.0,63.19761828,0,2012,7,22
389,41113.0,63.19761828,0,2012,7,23
390,41114.0,63.19761828,0,2012,7,24
391,41115.0,63.45032129,0,2012,7,25
392,41116.0,64.79097445,0,2012,7,26
393,41117.0,64.01483918,0,2012,7,27
394,41118.0,64.01483918,0,2012,7,28
395,41119.0,64.23688383,0,2012,7,29
396,41120.0,58.81803465,0,2012,7,30
397,41121.0,58.81803465,0,2012,7,31
398,41122.0,59.08280143,0,2012,8,1
399,41123.0,58.10090183,0,2012,8,2
400,41124.0,58.10090183,0,2012,8,3
401,41125.0,58.10090183,0,2012,8,4
402,41126.0,57.73950806,0,2012,8,5
403,41127.0,57.60556299,0,2012,8,6
404,41128.0,56.82500595,0,2012,8,7
405,41129.0,57.46620031,0,2012,8,8
406,41130.0,55.97369961,0,2012,8,9
407,41131.0,56.4162459,0,2012,8,10
408,41132.0,56.4162459,0,2012,8,11
409,41133.0,56.12472277,0,2012,8,12
410,41134.0,56.88122561,0,2012,8,13
411,41135.0,56.47932223,0,2012,8,14
412,41136.0,55.83588763,0,2012,8,15
413,41137.0,54.78766528,0,2012,8,16
414,41138.0,54.96128494,0,2012,8,17
415,41139.0,54.96128494,0,2012,8,18
416,41140.0,54.71343033,0,2012,8,19
417,41141.0,54.98847479,0,2012,8,20
418,41142.0,54.98847479,0,2012,8,21
419,41143.0,54.39729121,0,2012,8,22
420,41144.0,54.16016318,0,2012,8,23
421,41145.0,54.14918772,0,2012,8,24
422,41146.0,52.73012399,0,2012,8,25
423,41147.0,52.73012399,0,2012,8,26
424,41148.0,53.22833293,0,2012,8,27
425,41149.0,53.22833293,0,2012,8,28
426,41150.0,54.54520729,0,2012,8,29
427,41151.0,55.00500216,0,2012,8,30
428,41152.0,54.77885295,0,2012,8,31
429,41153.0,54.77885295,0,2012,9,1
430,41154.0,54.77885295,0,2012,9,2
431,41155.0,54.988104,0,2012,9,3
432,41156.0,55.1490649,0,2012,9,4
433,41157.0,55.15956586,0,2012,9,5
434,41158.0,55.41149102,0,2012,9,6
435,41159.0,55.24965475,0,2012,9,7
436,41160.0,55.93566862,0,2012,9,8
437,41161.0,55.42259164,0,2012,9,9
438,41162.0,53.88134988,0,2012,9,10
439,41163.0,53.88134988,0,2012,9,11
440,41164.0,53.77534921,0,2012,9,12
441,41165.0,54.42018794,0,2012,9,13
442,41166.0,54.86608672,0,2012,9,14
443,41167.0,55.74497744,0,2012,9,15
444,41168.0,55.60703505,0,2012,9,16
445,41169.0,55.50803213,0,2012,9,17
446,41170.0,55.64199279,0,2012,9,18
447,41171.0,55.620028,0,2012,9,19
448,41172.0,55.4713725,0,2012,9,20
449,41173.0,56.22677683,0,2012,9,21
450,41174.0,56.53565484,0,2012,9,22
451,41175.0,56.59539051,0,2012,9,23
452,41176.0,56.59539051,0,2012,9,24
453,41177.0,56.06707473,0,2012,9,25
454,41178.0,56.25323227,0,2012,9,26
455,41179.0,55.45469655,0,2012,9,27
456,41180.0,55.45469655,0,2012,9,28
457,41181.0,54.99100807,0,2012,9,29
458,41182.0,54.99100807,0,2012,9,30
459,41183.0,54.99100807,0,2012,10,1
460,41184.0,54.99100807,0,2012,10,2
461,41185.0,54.79050443,0,2012,10,3
462,41186.0,54.61789749,0,2012,10,4
463,41187.0,54.61789749,0,2012,10,5
464,41188.0,54.77764248,0,2012,10,6
465,41189.0,54.27962739,0,2012,10,7
466,41190.0,54.88653739,0,2012,10,8
467,41191.0,55.05757304,0,2012,10,9
468,41192.0,56.35349141,0,2012,10,10
469,41193.0,56.45772822,0,2012,10,11
470,41194.0,56.31460063,0,2012,10,12
471,41195.0,56.13652309,0,2012,10,13
472,41196.0,56.07521261,0,2012,10,14
473,41197.0,54.4614947,0,2012,10,15
474,41198.0,54.4614947,0,2012,10,16
475,41199.0,54.86542866,0,2012,10,17
476,41200.0,55.07292798,0,2012,10,18
477,41201.0,54.81155032,0,2012,10,19
478,41202.0,54.96609318,0,2012,10,20
479,41203.0,54.75192685,0,2012,10,21
480,41204.0,54.29771392,0,2012,10,22
481,41205.0,54.32265041,0,2012,10,23
482,41206.0,54.26354725,0,2012,10,24
483,41207.0,54.67888176,0,2012,10,25
484,41208.0,54.30139661,0,2012,10,26
485,41209.0,55.18538488,0,2012,10,27
486,41210.0,55.18538488,0,2012,10,28
487,41211.0,53.38216705,0,2012,10,29
488,41212.0,53.96716189,0,2012,10,30
489,41213.0,54.06399026,0,2012,10,31
490,41214.0,54.33187654,0,2012,11,1
491,41215.0,54.54772239,0,2012,11,2
492,41216.0,54.54772239,0,2012,11,3
493,41217.0,54.54772239,0,2012,11,4
494,41218.0,54.36843039,0,2012,11,5
495,41219.0,54.22334989,0,2012,11,6
496,41220.0,53.81845973,0,2012,11,7
497,41221.0,53.95155207,0,2012,11,8
498,41222.0,53.66576679,0,2012,11,9
499,41223.0,53.52979702,0,2012,11,10
500,41224.0,53.37493086,0,2012,11,11
501,41225.0,53.6670114,0,2012,11,12
502,41226.0,53.6670114,0,2012,11,13
503,41227.0,54.47724353,0,2012,11,14
504,41228.0,53.8831265,0,2012,11,15
505,41229.0,54.01520343,0,2012,11,16
506,41230.0,53.76336285,0,2012,11,17
507,41231.0,53.76336285,0,2012,11,18
508,41232.0,53.37440011,0,2012,11,19
509,41233.0,53.0149189,0,2012,11,20
510,41234.0,53.2349192,0,2012,11,21
511,41235.0,53.14773668,0,2012,11,22
512,41236.0,53.27360753,0,2012,11,23
513,41237.0,53.2155592,0,2012,11,24
514,41238.0,53.05647543,0,2012,11,25
515,41239.0,53.18981423,0,2012,11,26
516,41240.0,53.27742691,0,2012,11,27
517,41241.0,53.7120411,0,2012,11,28
518,41242.0,53.47014205,0,2012,11,29
519,41243.0,53.73934841,0,2012,11,30
520,41244.0,53.56275652,0,2012,12,1
521,41245.0,53.37720069,0,2012,12,2
522,41246.0,52.32640167,0,2012,12,3
523,41247.0,52.35977262,0,2012,12,4
524,41248.0,52.77372864,0,2012,12,5
525,41249.0,52.90045587,0,2012,12,6
526,41250.0,52.69868641,0,2012,12,7
527,41251.0,52.46518133,0,2012,12,8
528,41252.0,52.54523478,0,2012,12,9
529,41253.0,52.66132876,0,2012,12,10
530,41254.0,53.242904,0,2012,12,11
531,41255.0,53.12678431,0,2012,12,12
532,41256.0,52.8640137,0,2012,12,13
533,41257.0,52.90729829,0,2012,12,14
534,41258.0,53.26251149,0,2012,12,15
535,41259.0,52.86377382,0,2012,12,16
536,41260.0,53.79907628,0,2012,12,17
537,41261.0,53.94939784,0,2012,12,18
538,41262.0,53.73210298,0,2012,12,19
539,41263.0,54.40075567,0,2012,12,20
540,41264.0,54.27788147,0,2012,12,21
541,41265.0,54.36509634,0,2012,12,22
542,41266.0,54.26439848,0,2012,12,23
543,41267.0,54.08693154,0,2012,12,24
544,41268.0,53.87156328,0,2012,12,25
545,41269.0,53.76409009,0,2012,12,26
546,41270.0,53.82408957,0,2012,12,27
547,41271.0,54.50255035,0,2012,12,28
548,41272.0,54.5246606,0,2012,12,29
549,41273.0,54.17110875,0,2012,12,30
550,41274.0,54.53500501,0,2012,12,31
551,41275.0,54.53500501,0,2013,1,1
552,41276.0,55.83064315,0,2013,1,2
553,41277.0,55.86522074,0,2013,1,3
554,41278.0,55.6000319,0,2013,1,4
555,41279.0,55.46991613,0,2013,1,5
556,41280.0,55.7591595,0,2013,1,6
557,41281.0,55.75443928,0,2013,1,7
558,41282.0,56.15051151,0,2013,1,8
559,41283.0,55.24375088,0,2013,1,9
560,41284.0,55.16255955,0,2013,1,10
561,41285.0,55.08917201,0,2013,1,11
562,41286.0,55.51629982,0,2013,1,12
563,41287.0,55.51629982,0,2013,1,13
564,41288.0,55.49831017,0,2013,1,14
565,41289.0,55.18912821,0,2013,1,15
566,41290.0,54.29426883,0,2013,1,16
567,41291.0,54.20086107,0,2013,1,17
568,41292.0,54.87501169,0,2013,1,18
569,41293.0,54.6589509,0,2013,1,19
570,41294.0,54.70930887,0,2013,1,20
571,41295.0,54.10427313,0,2013,1,21
572,41296.0,54.38539263,0,2013,1,22
573,41297.0,54.71593198,0,2013,1,23
574,41298.0,54.84956156,0,2013,1,24
575,41299.0,54.99196971,0,2013,1,25
576,41300.0,54.90659087,0,2013,1,26
577,41301.0,54.67645487,0,2013,1,27
578,41302.0,54.67645487,0,2013,1,28
579,41303.0,54.95291385,0,2013,1,29
580,41304.0,54.70382966,0,2013,1,30
581,41305.0,53.9658569,0,2013,1,31
582,41306.0,53.58465569,0,2013,2,1
583,41307.0,53.58465569,0,2013,2,2
584,41308.0,53.5233044,0,2013,2,3
585,41309.0,53.0395781,0,2013,2,4
586,41310.0,53.60089573,0,2013,2,5
587,41311.0,53.68262668,0,2013,2,6
588,41312.0,53.36044151,0,2013,2,7
589,41313.0,53.79967908,0,2013,2,8
590,41314.0,53.39422114,0,2013,2,9
591,41315.0,53.30369332,0,2013,2,10
592,41316.0,53.30369332,0,2013,2,11
593,41317.0,53.30369332,0,2013,2,12
594,41318.0,53.2101204,0,2013,2,13
595,41319.0,53.48353337,0,2013,2,14
596,41320.0,53.51478319,0,2013,2,15
597,41321.0,53.48025258,0,2013,2,16
598,41322.0,52.96981538,0,2013,2,17
599,41323.0,52.98844547,0,2013,2,18
600,41324.0,53.24354896,0,2013,2,19
601,41325.0,54.50620259,0,2013,2,20
602,41326.0,52.83151808,0,2013,2,21
603,41327.0,52.33659697,0,2013,2,22
604,41328.0,52.42666554,0,2013,2,23
605,41329.0,52.2562802,0,2013,2,24
606,41330.0,51.76726862,0,2013,2,25
607,41331.0,51.77448916,0,2013,2,26
608,41332.0,51.23899064,0,2013,2,27
609,41333.0,50.8665699,0,2013,2,28
610,41334.0,51.28657337,0,2013,3,1
611,41335.0,51.78722601,0,2013,3,2
612,41336.0,52.07911552,0,2013,3,3
613,41337.0,52.19028469,0,2013,3,4
614,41338.0,51.67026861,0,2013,3,5
615,41339.0,52.1804797,0,2013,3,6
616,41340.0,51.55109168,0,2013,3,7
617,41341.0,51.50513932,0,2013,3,8
618,41342.0,51.46601348,0,2013,3,9
619,41343.0,51.46601348,0,2013,3,10
620,41344.0,51.73241352,0,2013,3,11
621,41345.0,51.65832693,0,2013,3,12
622,41346.0,52.20635774,0,2013,3,13
623,41347.0,52.05849208,0,2013,3,14
624,41348.0,52.35068161,0,2013,3,15
625,41349.0,52.35068161,0,2013,3,16
626,41350.0,52.35068161,0,2013,3,17
627,41351.0,52.98003833,0,2013,3,18
628,41352.0,53.1914446,0,2013,3,19
629,41353.0,53.20803841,0,2013,3,20
630,41354.0,53.31265507,0,2013,3,21
631,41355.0,53.14632028,0,2013,3,22
632,41356.0,54.02887202,0,2013,3,23
