,snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
135,1,1,Guinea FOB output,4,GAC Kamsar,6,9003,,
136,1,1,Guinea FOB output,5,Rusal Conakry,6,9003,,
137,1,1,Guinea FOB output,6,Rusal Conakry.1,6,9003,,
138,1,1,Guinea FOB output,7,Alufer Cap Verga,6,9003,,
139,1,1,Guinea FOB output,8,Dapilon,6,9003,,
140,1,1,Guinea FOB output,9,Dapilon.1,6,9003,,
141,1,1,Guinea FOB output,10,Dapilon.2,6,9003,,
142,1,1,Guinea FOB output,11,Dapilon.3,6,9003,,
143,1,1,Guinea FOB output,12,Ashapura,6,9003,,
144,1,1,Guinea FOB output,13,Katougouma,6,9003,,
145,1,1,Guinea FOB output,14,Katougouma.1,6,9003,,
146,1,1,Guinea FOB output,15,Katougouma.2,6,9003,,
147,1,1,Guinea FOB output,16,AGB2A Pongo,6,9003,,
148,1,1,Guinea FOB output,17,Dynamic,6,9003,,
149,1,1,Guinea FOB output,18,AMC,6,9003,,
150,1,1,Guinea FOB output,19,Chalco,6,9003,,
151,1,1,Guinea FOB output,20,Dapilon.4,6,9003,,
152,1,1,Guinea FOB output,21,Rundi Boffa,6,9003,,
153,1,1,Guinea FOB output,22,SPIC,6,9003,,
154,1,1,Guinea FOB output,1,Field,7,labour shift markup,,
155,1,1,Guinea FOB output,2,Kamsar,7,1.33333333333333,,
156,1,1,Guinea FOB output,3,Rusal Nunez,7,1.33333333333333,,
157,1,1,Guinea FOB output,4,GAC Kamsar,7,1.33333333333333,,
158,1,1,Guinea FOB output,5,Rusal Conakry,7,1.33333333333333,,
159,1,1,Guinea FOB output,6,Rusal Conakry.1,7,1.33333333333333,,
160,1,1,Guinea FOB output,7,Alufer Cap Verga,7,1.33333333333333,,
161,1,1,Guinea FOB output,8,Dapilon,7,1.33333333333333,,
162,1,1,Guinea FOB output,9,Dapilon.1,7,1.33333333333333,,
163,1,1,Guinea FOB output,10,Dapilon.2,7,1.33333333333333,,
164,1,1,Guinea FOB output,11,Dapilon.3,7,1.33333333333333,,
165,1,1,Guinea FOB output,12,Ashapura,7,1.33333333333333,,
166,1,1,Guinea FOB output,13,Katougouma,7,1.33333333333333,,
167,1,1,Guinea FOB output,14,Katougouma.1,7,1.33333333333333,,
168,1,1,Guinea FOB output,15,Katougouma.2,7,1.33333333333333,,
169,1,1,Guinea FOB output,16,AGB2A Pongo,7,1.33333333333333,,
170,1,1,Guinea FOB output,17,Dynamic,7,1.33333333333333,,
171,1,1,Guinea FOB output,18,AMC,7,1.33333333333333,,
172,1,1,Guinea FOB output,19,Chalco,7,1.33333333333333,,
173,1,1,Guinea FOB output,20,Dapilon.4,7,1.33333333333333,,
174,1,1,Guinea FOB output,21,Rundi Boffa,7,1.33333333333333,,
175,1,1,Guinea FOB output,22,SPIC,7,1.33333333333333,,
176,1,1,Guinea FOB output,1,Field,8,labour on costs and benefits etc,,
177,1,1,Guinea FOB output,2,Kamsar,8,1.2,,
178,1,1,Guinea FOB output,3,Rusal Nunez,8,1.2,,
179,1,1,Guinea FOB output,4,GAC Kamsar,8,1.4,,
180,1,1,Guinea FOB output,5,Rusal Conakry,8,1.2,,
181,1,1,Guinea FOB output,6,Rusal Conakry.1,8,1.2,,
182,1,1,Guinea FOB output,7,Alufer Cap Verga,8,1.4,,
183,1,1,Guinea FOB output,8,Dapilon,8,1.2,,
184,1,1,Guinea FOB output,9,Dapilon.1,8,1.2,,
185,1,1,Guinea FOB output,10,Dapilon.2,8,1.2,,
186,1,1,Guinea FOB output,11,Dapilon.3,8,1.2,,
187,1,1,Guinea FOB output,12,Ashapura,8,1.2,,
188,1,1,Guinea FOB output,13,Katougouma,8,1.2,,
189,1,1,Guinea FOB output,14,Katougouma.1,8,1.2,,
190,1,1,Guinea FOB output,15,Katougouma.2,8,1.2,,
191,1,1,Guinea FOB output,16,AGB2A Pongo,8,1.2,,
192,1,1,Guinea FOB output,17,Dynamic,8,1.2,,
193,1,1,Guinea FOB output,18,AMC,8,1.2,,
194,1,1,Guinea FOB output,19,Chalco,8,1.2,,
195,1,1,Guinea FOB output,20,Dapilon.4,8,1.2,,
196,1,1,Guinea FOB output,21,Rundi Boffa,8,1.2,,
197,1,1,Guinea FOB output,22,SPIC,8,1.2,,
198,1,1,Guinea FOB output,1,Field,9,labour cost,,
199,1,1,Guinea FOB output,2,Kamsar,9,1.249999999999997,,
200,1,1,Guinea FOB output,3,Rusal Nunez,9,1.187499999999997,,
201,1,1,Guinea FOB output,4,GAC Kamsar,9,1.4583333333333297,,
202,1,1,Guinea FOB output,5,Rusal Conakry,9,1.187499999999997,,
203,1,1,Guinea FOB output,6,Rusal Conakry.1,9,1.187499999999997,,
204,1,1,Guinea FOB output,7,Alufer Cap Verga,9,1.385416666666663,,
205,1,1,Guinea FOB output,8,Dapilon,9,0.9999999999999974,,
206,1,1,Guinea FOB output,9,Dapilon.1,9,0.9999999999999974,,
207,1,1,Guinea FOB output,10,Dapilon.2,9,0.9999999999999974,,
208,1,1,Guinea FOB output,11,Dapilon.3,9,0.9999999999999974,,
209,1,1,Guinea FOB output,12,Ashapura,9,0.9999999999999974,,
210,1,1,Guinea FOB output,13,Katougouma,9,0.9999999999999974,,
211,1,1,Guinea FOB output,14,Katougouma.1,9,0.9999999999999974,,
212,1,1,Guinea FOB output,15,Katougouma.2,9,0.9999999999999974,,
213,1,1,Guinea FOB output,16,AGB2A Pongo,9,0.9999999999999974,,
214,1,1,Guinea FOB output,17,Dynamic,9,1.187499999999997,,
215,1,1,Guinea FOB output,18,AMC,9,1.187499999999997,,
216,1,1,Guinea FOB output,19,Chalco,9,0.9999999999999974,,
217,1,1,Guinea FOB output,20,Dapilon.4,9,0.9999999999999974,,
218,1,1,Guinea FOB output,21,Rundi Boffa,9,0.9999999999999974,,
219,1,1,Guinea FOB output,22,SPIC,9,0.9999999999999974,,
220,1,1,Guinea FOB output,1,Field,10,overheads percenatge,,
221,1,1,Guinea FOB output,2,Kamsar,10,0.15,,
222,1,1,Guinea FOB output,3,Rusal Nunez,10,0.05,,
223,1,1,Guinea FOB output,4,GAC Kamsar,10,0.1,,
224,1,1,Guinea FOB output,5,Rusal Conakry,10,0.05,,
225,1,1,Guinea FOB output,6,Rusal Conakry.1,10,0.05,,
226,1,1,Guinea FOB output,7,Alufer Cap Verga,10,0.05,,
227,1,1,Guinea FOB output,8,Dapilon,10,0.05,,
228,1,1,Guinea FOB output,9,Dapilon.1,10,0.05,,
229,1,1,Guinea FOB output,10,Dapilon.2,10,0.05,,
230,1,1,Guinea FOB output,11,Dapilon.3,10,0.05,,
231,1,1,Guinea FOB output,12,Ashapura,10,0.05,,
232,1,1,Guinea FOB output,13,Katougouma,10,0.05,,
233,1,1,Guinea FOB output,14,Katougouma.1,10,0.05,,
234,1,1,Guinea FOB output,15,Katougouma.2,10,0.05,,
235,1,1,Guinea FOB output,16,AGB2A Pongo,10,0.05,,
236,1,1,Guinea FOB output,17,Dynamic,10,0.05,,
237,1,1,Guinea FOB output,18,AMC,10,0.05,,
238,1,1,Guinea FOB output,19,Chalco,10,0.05,,
239,1,1,Guinea FOB output,20,Dapilon.4,10,0.05,,
240,1,1,Guinea FOB output,21,Rundi Boffa,10,0.05,,
241,1,1,Guinea FOB output,22,SPIC,10,0.1,,
242,1,1,Guinea FOB output,1,Field,11,use hard cap ??,,
243,1,1,Guinea FOB output,2,Kamsar,11,Yes,,
244,1,1,Guinea FOB output,3,Rusal Nunez,11,Yes,,
245,1,1,Guinea FOB output,4,GAC Kamsar,11,Yes,,
246,1,1,Guinea FOB output,5,Rusal Conakry,11,Yes,,
247,1,1,Guinea FOB output,6,Rusal Conakry.1,11,Yes,,
248,1,1,Guinea FOB output,7,Alufer Cap Verga,11,No,,
249,1,1,Guinea FOB output,8,Dapilon,11,Yes,,
250,1,1,Guinea FOB output,9,Dapilon.1,11,Yes,,
251,1,1,Guinea FOB output,10,Dapilon.2,11,Yes,,
252,1,1,Guinea FOB output,11,Dapilon.3,11,Yes,,
253,1,1,Guinea FOB output,12,Ashapura,11,Yes,,
254,1,1,Guinea FOB output,13,Katougouma,11,Yes,,
255,1,1,Guinea FOB output,14,Katougouma.1,11,Yes,,
256,1,1,Guinea FOB output,15,Katougouma.2,11,Yes,,
257,1,1,Guinea FOB output,16,AGB2A Pongo,11,Yes,,
258,1,1,Guinea FOB output,17,Dynamic,11,Yes,,
259,1,1,Guinea FOB output,18,AMC,11,No,,
260,1,1,Guinea FOB output,19,Chalco,11,Yes,,
261,1,1,Guinea FOB output,20,Dapilon.4,11,Yes,,
262,1,1,Guinea FOB output,21,Rundi Boffa,11,No,,
263,1,1,Guinea FOB output,22,SPIC,11,Yes,,
264,1,1,Guinea FOB output,1,Field,12,Contract mining fee,,
265,1,1,Guinea FOB output,2,Kamsar,12,0,,
266,1,1,Guinea FOB output,3,Rusal Nunez,12,0,,
267,1,1,Guinea FOB output,4,GAC Kamsar,12,0,,
268,1,1,Guinea FOB output,5,Rusal Conakry,12,0,,
269,1,1,Guinea FOB output,6,Rusal Conakry.1,12,0,,
270,1,1,Guinea FOB output,7,Alufer Cap Verga,12,1,,
271,1,1,Guinea FOB output,8,Dapilon,12,1,,
272,1,1,Guinea FOB output,9,Dapilon.1,12,0,,
273,1,1,Guinea FOB output,10,Dapilon.2,12,1,,
274,1,1,Guinea FOB output,11,Dapilon.3,12,1,,
275,1,1,Guinea FOB output,12,Ashapura,12,1,,
276,1,1,Guinea FOB output,13,Katougouma,12,1,,
277,1,1,Guinea FOB output,14,Katougouma.1,12,1,,
278,1,1,Guinea FOB output,15,Katougouma.2,12,1,,
279,1,1,Guinea FOB output,16,AGB2A Pongo,12,1,,
280,1,1,Guinea FOB output,17,Dynamic,12,0,,
281,1,1,Guinea FOB output,18,AMC,12,0,,
282,1,1,Guinea FOB output,19,Chalco,12,0,,
283,1,1,Guinea FOB output,20,Dapilon.4,12,1,,
284,1,1,Guinea FOB output,21,Rundi Boffa,12,1,,
285,1,1,Guinea FOB output,22,SPIC,12,1,,
286,1,1,Guinea FOB output,1,Field,13,Contract explosives fee,,
287,1,1,Guinea FOB output,2,Kamsar,13,0,,
288,1,1,Guinea FOB output,3,Rusal Nunez,13,0,,
289,1,1,Guinea FOB output,4,GAC Kamsar,13,0,,
290,1,1,Guinea FOB output,5,Rusal Conakry,13,0,,
291,1,1,Guinea FOB output,6,Rusal Conakry.1,13,0,,
292,1,1,Guinea FOB output,7,Alufer Cap Verga,13,0,,
293,1,1,Guinea FOB output,8,Dapilon,13,1,,
294,1,1,Guinea FOB output,9,Dapilon.1,13,0,,
295,1,1,Guinea FOB output,10,Dapilon.2,13,1,,
296,1,1,Guinea FOB output,11,Dapilon.3,13,1,,
297,1,1,Guinea FOB output,12,Ashapura,13,1,,
298,1,1,Guinea FOB output,13,Katougouma,13,1,,
299,1,1,Guinea FOB output,14,Katougouma.1,13,1,,
300,1,1,Guinea FOB output,15,Katougouma.2,13,1,,
301,1,1,Guinea FOB output,16,AGB2A Pongo,13,1,,
302,1,1,Guinea FOB output,17,Dynamic,13,0,,
303,1,1,Guinea FOB output,18,AMC,13,0,,
304,1,1,Guinea FOB output,19,Chalco,13,1,,
305,1,1,Guinea FOB output,20,Dapilon.4,13,0.5,,
306,1,1,Guinea FOB output,21,Rundi Boffa,13,1,,
307,1,1,Guinea FOB output,22,SPIC,13,1,,
308,1,1,Guinea FOB output,1,Field,14,Contract haulage fee,,
309,1,1,Guinea FOB output,2,Kamsar,14,0,,
310,1,1,Guinea FOB output,3,Rusal Nunez,14,0,,
311,1,1,Guinea FOB output,4,GAC Kamsar,14,0,,
312,1,1,Guinea FOB output,5,Rusal Conakry,14,0,,
313,1,1,Guinea FOB output,6,Rusal Conakry.1,14,0,,
314,1,1,Guinea FOB output,7,Alufer Cap Verga,14,1,,
315,1,1,Guinea FOB output,8,Dapilon,14,0,,
316,1,1,Guinea FOB output,9,Dapilon.1,14,0.5,,
317,1,1,Guinea FOB output,10,Dapilon.2,14,0.5,,
318,1,1,Guinea FOB output,11,Dapilon.3,14,0.5,,
319,1,1,Guinea FOB output,12,Ashapura,14,1,,
320,1,1,Guinea FOB output,13,Katougouma,14,0.5,,
321,1,1,Guinea FOB output,14,Katougouma.1,14,0.5,,
322,1,1,Guinea FOB output,15,Katougouma.2,14,0.5,,
323,1,1,Guinea FOB output,16,AGB2A Pongo,14,1,,
324,1,1,Guinea FOB output,17,Dynamic,14,0,,
325,1,1,Guinea FOB output,18,AMC,14,0,,
326,1,1,Guinea FOB output,19,Chalco,14,1,,
327,1,1,Guinea FOB output,20,Dapilon.4,14,0,,
328,1,1,Guinea FOB output,21,Rundi Boffa,14,0,,
329,1,1,Guinea FOB output,22,SPIC,14,1,,
330,1,1,Guinea FOB output,1,Field,15,Port costs,,
331,1,1,Guinea FOB output,2,Kamsar,15,0,,
332,1,1,Guinea FOB output,3,Rusal Nunez,15,0,,
333,1,1,Guinea FOB output,4,GAC Kamsar,15,0,,
334,1,1,Guinea FOB output,5,Rusal Conakry,15,0,,
335,1,1,Guinea FOB output,6,Rusal Conakry.1,15,0,,
336,1,1,Guinea FOB output,7,Alufer Cap Verga,15,0,,
337,1,1,Guinea FOB output,8,Dapilon,15,0,,
338,1,1,Guinea FOB output,9,Dapilon.1,15,0,,
339,1,1,Guinea FOB output,10,Dapilon.2,15,0,,
340,1,1,Guinea FOB output,11,Dapilon.3,15,0,,
341,1,1,Guinea FOB output,12,Ashapura,15,0,,
342,1,1,Guinea FOB output,13,Katougouma,15,0,,
343,1,1,Guinea FOB output,14,Katougouma.1,15,0,,
344,1,1,Guinea FOB output,15,Katougouma.2,15,0,,
345,1,1,Guinea FOB output,16,AGB2A Pongo,15,0,,
346,1,1,Guinea FOB output,17,Dynamic,15,0,,
347,1,1,Guinea FOB output,18,AMC,15,0,,
348,1,1,Guinea FOB output,19,Chalco,15,0,,
349,1,1,Guinea FOB output,20,Dapilon.4,15,0,,
350,1,1,Guinea FOB output,21,Rundi Boffa,15,0,,
351,1,1,Guinea FOB output,22,SPIC,15,0,,
352,1,1,Guinea FOB output,1,Field,16,Contract barging and trans shipping fees,,
353,1,1,Guinea FOB output,2,Kamsar,16,1,,
354,1,1,Guinea FOB output,3,Rusal Nunez,16,0,,
355,1,1,Guinea FOB output,4,GAC Kamsar,16,0,,
356,1,1,Guinea FOB output,5,Rusal Conakry,16,0,,
357,1,1,Guinea FOB output,6,Rusal Conakry.1,16,0,,
358,1,1,Guinea FOB output,7,Alufer Cap Verga,16,1,,
359,1,1,Guinea FOB output,8,Dapilon,16,1,,
360,1,1,Guinea FOB output,9,Dapilon.1,16,1,,
361,1,1,Guinea FOB output,10,Dapilon.2,16,1,,
362,1,1,Guinea FOB output,11,Dapilon.3,16,1,,
363,1,1,Guinea FOB output,12,Ashapura,16,1,,
364,1,1,Guinea FOB output,13,Katougouma,16,1,,
365,1,1,Guinea FOB output,14,Katougouma.1,16,1,,
366,1,1,Guinea FOB output,15,Katougouma.2,16,1,,
367,1,1,Guinea FOB output,16,AGB2A Pongo,16,1,,
368,1,1,Guinea FOB output,17,Dynamic,16,1,,
369,1,1,Guinea FOB output,18,AMC,16,0,,
370,1,1,Guinea FOB output,19,Chalco,16,1,,
371,1,1,Guinea FOB output,20,Dapilon.4,16,1,,
372,1,1,Guinea FOB output,21,Rundi Boffa,16,1,,
373,1,1,Guinea FOB output,22,SPIC,16,1,,
374,1,1,Guinea FOB output,1,Field,17,T.Al2O3,,
375,1,1,Guinea FOB output,2,Kamsar,17,0.49,,
376,1,1,Guinea FOB output,3,Rusal Nunez,17,0.49,,
377,1,1,Guinea FOB output,4,GAC Kamsar,17,0.466,,
378,1,1,Guinea FOB output,5,Rusal Conakry,17,0.4,,
379,1,1,Guinea FOB output,6,Rusal Conakry.1,17,0.391,,
380,1,1,Guinea FOB output,7,Alufer Cap Verga,17,0.47,,
381,1,1,Guinea FOB output,8,Dapilon,17,0.45,,
382,1,1,Guinea FOB output,9,Dapilon.1,17,0.46,,
383,1,1,Guinea FOB output,10,Dapilon.2,17,0.44,,
384,1,1,Guinea FOB output,11,Dapilon.3,17,0.44,,
385,1,1,Guinea FOB output,12,Ashapura,17,0.45,,
386,1,1,Guinea FOB output,13,Katougouma,17,0.42,,
387,1,1,Guinea FOB output,14,Katougouma.1,17,0.44,,
388,1,1,Guinea FOB output,15,Katougouma.2,17,0.46,,
389,1,1,Guinea FOB output,16,AGB2A Pongo,17,0.45,,
390,1,1,Guinea FOB output,17,Dynamic,17,0.42,,
391,1,1,Guinea FOB output,18,AMC,17,0.49,,
392,1,1,Guinea FOB output,19,Chalco,17,0.45,,
393,1,1,Guinea FOB output,20,Dapilon.4,17,0.46,,
394,1,1,Guinea FOB output,21,Rundi Boffa,17,0.43,,
395,1,1,Guinea FOB output,22,SPIC,17,0.43,,
396,1,1,Guinea FOB output,1,Field,18,Av.Al2O3 (LT),,
397,1,1,Guinea FOB output,2,Kamsar,18,0.436,,
398,1,1,Guinea FOB output,3,Rusal Nunez,18,0.456,,
399,1,1,Guinea FOB output,4,GAC Kamsar,18,0.4069,,
400,1,1,Guinea FOB output,5,Rusal Conakry,18,0.35,,
401,1,1,Guinea FOB output,6,Rusal Conakry.1,18,0.368,,
402,1,1,Guinea FOB output,7,Alufer Cap Verga,18,0.405,,
403,1,1,Guinea FOB output,8,Dapilon,18,0.416,,
404,1,1,Guinea FOB output,9,Dapilon.1,18,0.425,,
405,1,1,Guinea FOB output,10,Dapilon.2,18,0.405,,
406,1,1,Guinea FOB output,11,Dapilon.3,18,0.405,,
407,1,1,Guinea FOB output,12,Ashapura,18,0.415,,
408,1,1,Guinea FOB output,13,Katougouma,18,0.385,,
409,1,1,Guinea FOB output,14,Katougouma.1,18,0.405,,
410,1,1,Guinea FOB output,15,Katougouma.2,18,0.425,,
411,1,1,Guinea FOB output,16,AGB2A Pongo,18,0.415,,
412,1,1,Guinea FOB output,17,Dynamic,18,0.381,,
413,1,1,Guinea FOB output,18,AMC,18,0.458,,
414,1,1,Guinea FOB output,19,Chalco,18,0.421,,
415,1,1,Guinea FOB output,20,Dapilon.4,18,0.425,,
416,1,1,Guinea FOB output,21,Rundi Boffa,18,0.395,,
417,1,1,Guinea FOB output,22,SPIC,18,0.395,,
418,1,1,Guinea FOB output,1,Field,19,T.SiO2,,
419,1,1,Guinea FOB output,2,Kamsar,19,0.02,,
420,1,1,Guinea FOB output,3,Rusal Nunez,19,0.015,,
421,1,1,Guinea FOB output,4,GAC Kamsar,19,0.022,,
422,1,1,Guinea FOB output,5,Rusal Conakry,19,0.028,,
423,1,1,Guinea FOB output,6,Rusal Conakry.1,19,0.015,,
424,1,1,Guinea FOB output,7,Alufer Cap Verga,19,0.045,,
425,1,1,Guinea FOB output,8,Dapilon,19,0.02,,
426,1,1,Guinea FOB output,9,Dapilon.1,19,0.02,,
427,1,1,Guinea FOB output,10,Dapilon.2,19,0.02,,
428,1,1,Guinea FOB output,11,Dapilon.3,19,0.02,,
