index,Exporter.Importer Combination,Exporter,Importer,Total,Rank,Sum,% of total,Annualised
71,Guinea_France,Guinea,France,0.15276783333333335,19.0,30.100967971583326,95.26929053371086,0.6060897735507247
355,"Australia_Korea, South",Australia,"Korea, South",0.12923991666666668,20.0,30.230207888249993,95.67833369740887,0.512745321557971
209,Saudi Arabia_China,Saudi Arabia,China,0.125617,21.0,30.35582488824999,96.07591036272645,0.49837179347826094
45,Australia_United States,Australia,United States,0.10099791666666666,22.0,30.45682280491666,96.395567852655,0.4006982563405797
23,Australia_United Arab Emirates,Australia,United Arab Emirates,0.07585800000000001,23.0,30.53268080491666,96.6356577344199,0.30095836956521743
57,Greece_France,Greece,France,0.06977858333333334,24.0,30.602459388249994,96.85650631759137,0.2768389447463768
245,Brazil_India,Brazil,India,0.06968039866666667,25.0,30.67213978691666,97.07704414718364,0.2764494077536232
44,Ghana_Brazil,Ghana,Brazil,0.05054145491666667,26.0,30.722681241833325,97.23700739344861,0.20051772874547102
117,India_Kuwait,India,Kuwait,0.04976716666666666,27.0,30.77244840849999,97.3945200244272,0.1974458242753623
91,Guyana_United States,Guyana,United States,0.044552999999999995,28.0,30.81700140849999,97.53552986521223,0.17675918478260869
277,Turkey_Peru,Turkey,Peru,0.0383,29.0,30.85530140849999,97.6567490177287,0.15195108695652176
46,Ghana_Canada,Ghana,Canada,0.037996426666666666,30.0,30.893297835166656,97.77700736339942,0.15074669275362318
120,India_Nepal,India,Nepal,0.03636713666666666,31.0,30.929664971833322,97.89210902100214,0.14428266177536228
223,Brazil_Germany,Brazil,Germany,0.0355032985,32.0,30.965168270333322,98.00447663864469,0.14085547774456522
286,Turkey_United States,Turkey,United States,0.03261908708333333,33.0,30.997787357416655,98.10771575332102,0.12941268245018114
263,Turkey_Canada,Turkey,Canada,0.030918455,34.0,31.028705812416653,98.20557238288285,0.12266560951086958
51,Ghana_Spain,Ghana,Spain,0.028239006749999997,35.0,31.056944819166652,98.29494858304322,0.11203518982336955
52,Ghana_Ukraine,Ghana,Ukraine,0.027500307916666668,36.0,31.08444512708332,98.38198680809808,0.10910448249547103
259,Trinidad & Tobago_India,Trinidad & Tobago,India,0.026966166666666666,37.0,31.11141129374999,98.46733448094277,0.10698533514492753
274,Turkey_Israel,Turkey,Israel,0.024275,38.0,31.135686293749988,98.54416463570354,0.09630842391304349
271,Turkey_Greece,Turkey,Greece,0.02399079975,39.0,31.159677093499987,98.62009529925152,0.09518089031249999
338,Brazil_Saudi Arabia,Brazil,Saudi Arabia,0.02348299,40.0,31.18316008349999,98.69441874954794,0.09316621032608695
54,Greece_Belgium,Greece,Belgium,0.02203,41.0,31.20519008349999,98.76414349967688,0.0874016304347826
361,China_France,China,France,0.02136559,42.0,31.226555673499988,98.83176539818379,0.08476565597826087
154,Jamaica_China,Jamaica,China,0.02127,43.0,31.24782567349999,98.89908475520795,0.08438641304347827
125,India_Qatar,India,Qatar,0.01772025766666667,44.0,31.265545931166656,98.95516920995279,0.07030319617753623
364,China_India,China,India,0.014831991666666666,45.0,31.280377922833324,99.00211232901192,0.05884431476449275
170,Montenegro_Bosnia & Herzegovina,Montenegro,Bosnia & Herzegovina,0.014586887083333335,46.0,31.294964809916657,99.04827969428857,0.0578718889719203
273,Turkey_Ireland,Turkey,Ireland,0.013973333333333334,47.0,31.30893814324999,99.09250516751304,0.055437681159420285
353,Canada_United States,Canada,United States,0.013301249999999997,48.0,31.32223939324999,99.13460350308509,0.05277126358695651
66,Greece_Ukraine,Greece,Ukraine,0.01165775,49.0,31.33389714324999,99.1715001760681,0.04625085597826087
268,Turkey_FTZ-Yumurtalik,Turkey,FTZ-Yumurtalik,0.011253825,50.0,31.345150968249992,99.20711843009079,0.04464832744565217
381,China_United States,China,United States,0.010915689999999999,51.0,31.356066658249993,99.24166648990627,0.04330681358695652
266,Turkey_France,Turkey,France,0.010104166666666668,52.0,31.36617082491666,99.27364608573444,0.0400871829710145
283,Turkey_Spain,Turkey,Spain,0.009581015416666666,53.0,31.37575184033333,99.30396991260272,0.0380116372509058
284,Turkey_Ukraine,Turkey,Ukraine,0.009577083333333335,54.0,31.385328923666663,99.33428129446294,0.03799603713768117
213,Sierra Leone_India,Sierra Leone,India,0.009341666666666667,55.0,31.39467059033333,99.36384758470903,0.03706204710144927
198,Pakistan_India,Pakistan,India,0.009036666666666667,56.0,31.403707256999997,99.39244855272229,0.03585199275362319
18,Germany_Ireland,Germany,Ireland,0.00888,57.0,31.412587257,99.42055367215691,0.0352304347826087
1,Australia_Senegal,Australia,Senegal,0.0077635,58.0,31.420350756999998,99.44512507922119,0.030800842391304345
221,Solomon Islands_India,Solomon Islands,India,0.007713166666666667,59.0,31.428063923666663,99.46953718174211,0.030601150362318842
73,Guinea_Greece,Guinea,Greece,0.007455583333333332,60.0,31.435519506999995,99.49313403535001,0.02957921648550724
55,Greece_Croatia,Greece,Croatia,0.007087166666666667,61.0,31.442606673666663,99.51556485355044,0.028117563405797102
343,Brazil_Ukraine,Brazil,Ukraine,0.007080916666666666,62.0,31.44968759033333,99.53797589055758,0.028092767210144923
362,China_Germany,China,Germany,0.006730333333333332,63.0,31.456417923666663,99.55927733449543,0.02670186594202898
379,China_Turkey,China,Turkey,0.006649404500000001,64.0,31.463067328166662,99.58032263941004,0.026380789592391308
185,Netherlands_Germany,Netherlands,Germany,0.006225499999999999,65.0,31.46929282816666,99.60002629042809,0.024698994565217392
112,Brazil_Argentina,Brazil,Argentina,0.005415736,66.0,31.47470856416666,99.61716704573287,0.02148634391304348
341,Brazil_Spain,Brazil,Spain,0.004648407,67.0,31.479356971166663,99.63187921171436,0.018442049510869567
269,Turkey_Georgia,Turkey,Georgia,0.0046,68.0,31.483956971166663,99.64643816998006,0.018250000000000002
179,Montenegro_Poland,Montenegro,Poland,0.004142123333333333,69.0,31.488099094499997,99.65954795274992,0.0164334240942029
276,Turkey_Netherlands,Turkey,Netherlands,0.003908333333333333,70.0,31.49200742783333,99.67191779229087,0.015505887681159418
173,Montenegro_Czech Republic,Montenegro,Czech Republic,0.003879750166666667,71.0,31.495887177999997,99.68419716636865,0.015392487074275365
280,Turkey_Romania,Turkey,Romania,0.003503787416666667,72.0,31.499390965416662,99.69528662175367,0.013900895729166668
392,France_Germany,France,Germany,0.0033557500000000002,73.0,31.502746715416663,99.70590754005804,0.013313573369565219
360,China_Croatia,China,Croatia,0.0033360000000000004,74.0,31.506082715416664,99.71646594979158,0.013235217391304349
124,India_Oman,India,Oman,0.0028333333333333335,75.0,31.50891604875,99.72543342408568,0.011240942028985507
265,Turkey_Croatia,Turkey,Croatia,0.0027958333333333333,76.0,31.511711882083333,99.73428221121998,0.011092164855072464
393,France_Italy,France,Italy,0.0026745,77.0,31.514386382083334,99.74274697945512,0.01061078804347826
128,India_Slovenia,India,Slovenia,0.0024301666666666664,78.0,31.51681654875,99.750438434907,0.009641422101449275
93,Hong Kong_India,Hong Kong,India,0.0023096666666666665,79.0,31.519126215416666,99.75774850895213,0.009163351449275362
306,United States_Canada,United States,Canada,0.002304,80.0,31.521430215416665,99.76504064804868,0.009140869565217391
68,Greece_United Kingdom,Greece,United Kingdom,0.0022983333333333332,81.0,31.523728548749997,99.77231485219666,0.009118387681159421
261,Turkey_Benin,Turkey,Benin,0.0022916666666666667,82.0,31.526020215416665,99.7795679564051,0.009091938405797102
200,Brazil_Denmark,Brazil,Denmark,0.002209572,83.0,31.528229787416667,99.78656123173837,0.008766236739130436
146,Iran_Iraq,Iran,Iraq,0.00211842,84.0,31.530348207416665,99.79326601181863,0.008404601086956523
398,France_Switzerland,France,Switzerland,0.0021150833333333334,85.0,31.532463290749998,99.79996023137916,0.00839136322463768
320,United States_Mexico,United States,Mexico,0.0020819999999999996,86.0,31.53454529075,99.80654974248986,0.008260108695652172
149,Italy_France,Italy,France,0.002031583333333333,87.0,31.536576874083334,99.81297968530795,0.008060086050724637
375,China_Spain,China,Spain,0.00196625,88.0,31.538543124083333,99.8192028487188,0.007800883152173913
87,Guyana_Spain,Guyana,Spain,0.0019454166666666667,89.0,31.54048854075,99.82536007481868,0.007718229166666667
389,France_Belgium,France,Belgium,0.001889,90.0,31.54237754075,99.83133874268039,0.0074944021739130435
9,Germany_Czech Republic,Germany,Czech Republic,0.0018433333333333331,91.0,31.544220874083333,99.83717287595641,0.007313224637681158
84,Guyana_France,Guyana,France,0.0017437499999999999,92.0,31.545964624083332,99.84269182888593,0.0069181385869565215
371,China_Malaysia,China,Malaysia,0.0017107431666666668,93.0,31.547675367249997,99.8481063154874,0.006787187563405798
374,China_Russia,China,Russia,0.0016840065,94.0,31.549359373749997,99.85343618078146,0.006681112744565218
270,Turkey_Germany,Turkey,Germany,0.0016666666666666666,95.0,31.551026040416662,99.85871116566032,0.00661231884057971
285,Turkey_United Kingdom,Turkey,United Kingdom,0.0016083559166666667,96.0,31.55263439633333,99.8638015975445,0.006380977278079711
13,Germany_France,Germany,France,0.001537625,97.0,31.55417202133333,99.8686681667191,0.006100360054347826
216,Singapore_India,Singapore,India,0.001525,98.0,31.55569702133333,99.87349477788328,0.006050271739130435
50,Ghana_Senegal,Ghana,Senegal,0.0014886666666666668,99.0,31.557185687999997,99.87820639437709,0.005906123188405797
296,United Kingdom_Germany,United Kingdom,Germany,0.0014433333333333331,100.0,31.55862902133333,99.88277453128221,0.005726268115942028
396,France_Poland,France,Poland,0.0014386666666666667,101.0,31.560067687999997,99.88732789822964,0.005707753623188406
322,Brazil_Oman,Brazil,Oman,0.001401192,102.0,31.561468879999996,99.89176265819707,0.00555907695652174
78,Belgium_France,Belgium,France,0.00139825,103.0,31.562867129999997,99.8961881067612,0.005547404891304348
370,"China_Korea, South",China,"Korea, South",0.00126,104.0,31.564127129999996,99.90017599532963,0.004998913043478261
395,France_Netherlands,France,Netherlands,0.00120425,105.0,31.565331379999996,99.90398743565386,0.00477773097826087
295,United Kingdom_France,United Kingdom,France,0.0011664166666666667,106.0,31.566497796666663,99.90767913382133,0.00462763134057971
29,Germany_Poland,Germany,Poland,0.0010826666666666667,107.0,31.56758046333333,99.91110576399865,0.00429536231884058
298,United Kingdom_Ireland,United Kingdom,Ireland,0.0010786666666666666,108.0,31.568659129999997,99.91451973421226,0.004279492753623188
113,India_Italy,India,Italy,0.0010486666666666667,109.0,31.569707796666663,99.91783875469804,0.004160471014492754
162,Luxembourg_Germany,Luxembourg,Germany,0.0010391666666666668,110.0,31.570746963333328,99.92112770777001,0.0041227807971014495
279,Turkey_Poland,Turkey,Poland,0.000994805583333333,111.0,31.57174176891666,99.92427625841572,0.003946783020833332
356,China_Australia,China,Australia,0.0009635030833333334,112.0,31.572705271999993,99.92732573693291,0.0038225937545289853
60,Greece_Italy,Greece,Italy,0.0009545833333333333,113.0,31.573659855333325,99.93034698452227,0.0037872056159420292
82,Guyana_Canada,Guyana,Canada,0.000912,114.0,31.574571855333325,99.93323345624799,0.0036182608695652175
58,Greece_Ireland,Greece,Ireland,0.0008668333333333333,115.0,31.575438688666658,99.9359769758835,0.003439067028985507
397,France_Spain,France,Spain,0.0008265416666666666,116.0,31.576265230333323,99.93859297275955,0.0032792142210144926
282,Turkey_Slovenia,Turkey,Slovenia,0.0007940754166666667,117.0,31.57705930574999,99.9411062142489,0.00315040790307971
348,Brazil_Uruguay,Brazil,Uruguay,0.0007381,118.0,31.57779740574999,99.94344229405236,0.00292833152173913
184,Netherlands_France,Netherlands,France,0.0007238333333333334,119.0,31.578521239083322,99.94573321998526,0.0028717300724637683
380,China_Ukraine,China,Ukraine,0.0005910968333333333,120.0,31.579112335916655,99.94760403609992,0.0023451124365942025
359,China_Canada,China,Canada,0.00059,121.0,31.579702335916654,99.94947138074704,0.0023407608695652175
106,India_Germany,India,Germany,0.0005881729166666667,122.0,31.580290508833322,99.95133294269199,0.002333512115036232
176,Montenegro_Greece,Montenegro,Greece,0.000584133875,123.0,31.580874642708324,99.95318172110672,0.00231748765625
140,India_United Kingdom,India,United Kingdom,0.0005708333333333332,124.0,31.581445476041658,99.95498840342773,0.0022647192028985505
367,China_Iran,China,Iran,0.0005625000000000001,125.0,31.58200797604166,99.95676871082436,0.002231657608695652
36,Germany_Spain,Germany,Spain,0.00054425,126.0,31.58255222604166,99.95849125713656,0.0021592527173913047
293,United Arab Emirates_Iran,United Arab Emirates,Iran,0.0004930000000000001,127.0,31.58304522604166,99.96005159766372,0.0019559239130434785
358,China_Brazil,China,Brazil,0.00041610500000000006,128.0,31.583461331041658,99.96136856621354,0.0016508513586956524
81,Guyana_Brazil,Guyana,Brazil,0.000401077,129.0,31.583862408041657,99.96263797127969,0.001591229402173913
130,India_Spain,India,Spain,0.00039480416666666664,130.0,31.584257212208325,99.96388752288526,0.0015663426177536229
92,Hong Kong_Brazil,Hong Kong,Brazil,0.00038399999999999996,131.0,31.584641212208325,99.96510287940136,0.0015234782608695649
89,Belgium_Germany,Belgium,Germany,0.00037633333333333334,132.0,31.585017545541657,99.966293970987,0.0014930615942028986
5,Germany_Austria,Germany,Austria,0.00036816666666666665,133.0,31.585385712208325,99.96745921514675,0.0014606612318840578
152,Italy_Spain,Italy,Spain,0.00036,134.0,31.585745712208325,99.9685986118806,0.0014282608695652176
145,Brazil_Bolivia,Brazil,Bolivia,0.00035476999999999997,135.0,31.586100482208327,99.96972145571188,0.001407511413043478
22,Germany_Latvia,Germany,Latvia,0.000335,136.0,31.586435482208326,99.97078172767253,0.0013290760869565218
159,Latvia_Germany,Latvia,Germany,0.0003333333333333333,137.0,31.58676881554166,99.9718367246483,0.001322463768115942
235,Spain_Italy,Spain,Italy,0.00029741666666666664,138.0,31.587066232208326,99.97277804569994,0.0011799682971014491
33,Germany_Slovakia,Germany,Slovakia,0.0002815,139.0,31.587347732208325,99.97366899064598,0.001116820652173913
109,India_Indonesia,India,Indonesia,0.00027499999999999996,140.0,31.587622732208324,99.97453936315098,0.001091032608695652
190,Netherlands_Russia,Netherlands,Russia,0.00026765,141.0,31.587890382208325,99.97538647297269,0.0010618722826086955
127,India_Saudi Arabia,India,Saudi Arabia,0.0002666666666666667,142.0,31.588157048874994,99.97623047055332,0.0010579710144927536
290,Ukraine_Russia,Ukraine,Russia,0.00025491666666666664,143.0,31.58841196554166,99.97703727949053,0.0010113541666666667
339,Brazil_Slovenia,Brazil,Slovenia,0.00024466,144.0,31.58865662554166,99.9778116261708,0.0009706619565217391
85,Guyana_India,Guyana,India,0.00022169666666666668,145.0,31.588878322208327,99.97851329410943,0.000879557427536232
88,Guyana_Turkey,Guyana,Turkey,0.000211925,146.0,31.589090247208325,99.9791840348117,0.0008407894021739131
95,India_Argentina,India,Argentina,0.00020833333333333332,147.0,31.58929858054166,99.97984340792155,0.0008265398550724637
363,China_Greece,China,Greece,0.00020475000000000002,148.0,31.58950333054166,99.98049143981393,0.0008123233695652174
116,"India_Korea, South",India,"Korea, South",0.00019693333333333334,149.0,31.589700263874995,99.98111473202724,0.0007813115942028985
105,India_France,India,France,0.00019462549999999998,150.0,31.589894889374996,99.98173071996895,0.0007721555163043478
15,Germany_Hungary,Germany,Hungary,0.00018350000000000004,151.0,31.590078389374995,99.98231149580411,0.0007280163043478263
275,Turkey_Moldova,Turkey,Moldova,0.00017916666666666667,152.0,31.59025755604166,99.98287855667859,0.0007108242753623189
80,Guyana_Australia,Guyana,Australia,0.00017837875000000002,153.0,31.59043593479166,99.98344312380397,0.0007076983016304348
292,United Arab Emirates_India,United Arab Emirates,India,0.00017017100000000002,154.0,31.59060610579166,99.98398171347506,0.000675134945652174
61,Greece_Latvia,Greece,Latvia,0.0001675,155.0,31.59077360579166,99.98451184945539,0.0006645380434782609
98,India_Belgium,India,Belgium,0.0001666666666666667,156.0,31.590940272458326,99.98503934794327,0.0006612318840579711
27,Germany_Netherlands,Germany,Netherlands,0.0001635,157.0,31.591103772458325,99.98555682395988,0.0006486684782608695
232,Spain_France,Spain,France,0.00014545833333333332,158.0,31.591249230791657,99.98601719826519,0.0005770901268115941
37,Germany_Sweden,Germany,Sweden,0.00013866666666666666,159.0,31.591387897458326,99.98645607700712,0.0005501449275362319
64,Greece_Romania,Greece,Romania,0.00013375,160.0,31.591521647458325,99.98687939454364,0.0005306385869565217
138,India_Turkey,India,Turkey,0.00013299999999999998,161.0,31.591654647458327,99.98730033833698,0.0005276630434782609
97,India_Bangladesh,India,Bangladesh,0.0001315,162.0,31.591786147458325,99.98771653464392,0.0005217119565217391
30,Germany_Romania,Germany,Romania,0.00013116666666666667,163.0,31.59191731412499,99.98813167595388,0.0005203894927536232
10,Germany_Denmark,Germany,Denmark,0.00012383333333333333,164.0,31.592041147458325,99.98852360733038,0.0004912952898550724
150,Italy_Germany,Italy,Germany,0.000123,165.0,31.592164147458323,99.98891290121445,0.00048798913043478264
142,India_Vietnam,India,Vietnam,0.00012083333333333332,166.0,31.592284980791657,99.98929533761816,0.0004793931159420289
20,Germany_Japan,Germany,Japan,0.00010683333333333332,167.0,31.59239181412499,99.9896334641489,0.0004238496376811593
228,Spain_Brazil,Spain,Brazil,9.842333333333332e-05,168.0,31.592490237458325,99.98994497310593,0.00039048387681159415
194,Netherlands_United States,Netherlands,United States,9.5e-05,169.0,31.592585237458326,99.99024564724404,0.0003769021739130435
39,Germany_Taiwan,Germany,Taiwan,9.183333333333335e-05,170.0,31.59267707079166,99.99053629891085,0.0003643387681159421
394,France_Luxembourg,France,Luxembourg,8.758333333333334e-05,171.0,31.59276465412499,99.99081349936624,0.0003474773550724638
114,India_Japan,India,Japan,8.666666666666668e-05,172.0,31.59285132079166,99.99108779857994,0.000343840579710145
4,Germany_Australia,Germany,Australia,7.830104166666667e-05,173.0,31.592929621833328,99.99133562066643,0.00031065087182971014
56,Austria_France,Austria,France,7.766666666666665e-05,174.0,31.593007288499994,99.99158143496179,0.00030813405797101444
281,Turkey_Russia,Turkey,Russia,7.7125e-05,175.0,31.593084413499994,99.99182553488706,0.0003059850543478261
314,United States_Germany,United States,Germany,7.6e-05,176.0,31.593160413499994,99.99206607419752,0.0003015217391304348
107,India_Guatemala,India,Guatemala,7.500000000000001e-05,177.0,31.593235413499993,99.99230344851708,0.00029755434782608695
43,Germany_United Kingdom,Germany,United Kingdom,7.283333333333335e-05,178.0,31.593308246833328,99.99253396535629,0.0002889583333333334
188,Netherlands_Indonesia,Netherlands,Indonesia,7.191666666666666e-05,179.0,31.593380163499994,99.99276158095381,0.0002853215579710145
99,India_Brazil,India,Brazil,7.083333333333334e-05,180.0,31.593450996833326,99.99298576781116,0.0002810235507246377
272,Turkey_Iran,Turkey,Iran,6.874999999999999e-05,181.0,31.593519746833326,99.99320336093741,0.000272758152173913
21,Germany_Kazakhstan,Germany,Kazakhstan,6.783333333333333e-05,182.0,31.59358758016666,99.99341805282198,0.00026912137681159423
237,Spain_Mexico,Spain,Mexico,6.375e-05,183.0,31.593651330166658,99.9936198209936,0.0002529211956521739
326,United States_Spain,United States,Spain,6.066666666666667e-05,184.0,31.593711996833324,99.99381183044318,0.00024068840579710148
215,Singapore_Canada,Singapore,Canada,5.7e-05,185.0,31.593768996833326,99.99399223492604,0.0002261413043478261
349,Canada_Australia,Canada,Australia,5.6999e-05,186.0,31.593825995833328,99.99417263624392,0.00022613733695652172
252,Sweden_Germany,Sweden,Germany,5.5e-05,187.0,31.593880995833327,99.99434671074492,0.00021820652173913045
19,Germany_Italy,Germany,Italy,5.433333333333333e-05,188.0,31.593935329166662,99.99451867525198,0.00021556159420289855
48,Ghana_Germany,Ghana,Germany,5.305e-05,189.0,31.593988379166664,99.99468657802068,0.0002104701086956522
346,Brazil_United Kingdom,Brazil,United Kingdom,5.1e-05,190.0,31.594039379166663,99.99484799255796,0.00020233695652173913
104,India_Cuba,India,Cuba,5e-05,191.0,31.594089379166665,99.99500624210434,0.00019836956521739133
244,Spain_South Africa,Spain,South Africa,5e-05,192.0,31.594139379166666,99.99516449165071,0.00019836956521739133
3,France_United Kingdom,France,United Kingdom,4.933333333333334e-05,193.0,31.5941887125,99.99532063120313,0.00019572463768115943
17,Germany_Indonesia,Germany,Indonesia,4.803458333333333e-05,194.0,31.594236747083333,99.99547266022357,0.00019057198822463768
6,Germany_Belgium,Germany,Belgium,4.666666666666667e-05,195.0,31.59428341375,99.99562035980017,0.0001851449275362319
187,Netherlands_India,Netherlands,India,4.5e-05,196.0,31.59432841375,99.9957627843919,0.0001785326086956522
329,United States_United Kingdom,United States,United Kingdom,4.3e-05,197.0,31.59437141375,99.99589887900179,0.00017059782608695652
141,India_United States,India,United States,4.200000000000001e-05,198.0,31.59441341375,99.99603180862073,0.00016663043478260873
324,United States_Peru,United States,Peru,4.2e-05,199.0,31.59445541375,99.99616473823968,0.00016663043478260867
243,Spain_Russia,Spain,Russia,4.129333333333333e-05,200.0,31.594496707083334,99.99629543126504,0.0001638268115942029
336,Brazil_Qatar,Brazil,Qatar,3.5999999999999994e-05,201.0,31.594532707083335,99.99640937093844,0.0001428260869565217
254,Switzerland_Germany,Switzerland,Germany,3.566666666666667e-05,202.0,31.59456837375,99.99652225561483,0.0001415036231884058
340,Brazil_South Africa,Brazil,South Africa,3.5e-05,203.0,31.59460337375,99.99663303029729,0.0001388586956521739
26,Germany_Malaysia,Germany,Malaysia,3.4277500000000005e-05,204.0,31.59463765125,99.99674151827381,0.00013599225543478263
41,Germany_Ukraine,Germany,Ukraine,3.35e-05,205.0,31.59467115125,99.99684754546988,0.00013290760869565216
119,India_Mexico,India,Mexico,3.3350000000000004e-05,206.0,31.59470450125,99.99695309791728,0.0001323125
231,Spain_Cuba,Spain,Cuba,3.3249999999999995e-05,207.0,31.59473775125,99.99705833386562,0.00013191576086956522
233,Spain_Germany,Spain,Germany,2.8416666666666665e-05,208.0,31.594766167916667,99.9971482723578,0.00011274003623188406
192,Netherlands_Turkey,Netherlands,Turkey,2.8207666666666664e-05,209.0,31.594794375583334,99.99723754936689,0.00011191085144927536
334,Brazil_Peru,Brazil,Peru,2.75e-05,210.0,31.594821875583335,99.9973245866174,0.00010910326086956522
101,India_Bulgaria,India,Bulgaria,2.666666666666667e-05,211.0,31.594848542250002,99.99740898637546,0.00010579710144927538
174,Montenegro_France,Montenegro,France,2.5850833333333333e-05,212.0,31.594874393083334,99.99749080402842,0.0001025603713768116
311,Brazil_Netherlands,Brazil,Netherlands,2.5e-05,213.0,31.594899393083335,99.9975699288016,9.918478260869567e-05
122,India_Nigeria,India,Nigeria,2.5e-05,214.0,31.594924393083335,99.99764905357479,9.918478260869567e-05
373,China_Romania,China,Romania,2.4e-05,215.0,31.594948393083335,99.99772501335704,9.521739130434783e-05
118,India_Malaysia,India,Malaysia,2.375e-05,216.0,31.594972143083336,99.99780018189158,9.422554347826088e-05
7,Germany_Brazil,Germany,Brazil,2.25e-05,217.0,31.594994643083336,99.99787139418743,8.92663043478261e-05
218,Singapore_Turkey,Singapore,Turkey,2.25e-05,218.0,31.595017143083336,99.9979426064833,8.92663043478261e-05
369,China_Japan,China,Japan,2.2075e-05,219.0,31.595039218083336,99.99801247365802,8.758016304347827e-05
178,Brazil_Colombia,Brazil,Colombia,2.1964e-05,220.0,31.595061182083334,99.99808198951874,8.713978260869564e-05
158,"Korea, South_Indonesia","Korea, South",Indonesia,2.1903083333333334e-05,221.0,31.595083085166667,99.99815131257877,8.689810235507246e-05
278,Brazil_Japan,Brazil,Japan,2.1000000000000002e-05,222.0,31.595104085166668,99.99821777738825,8.331521739130436e-05
135,India_Taiwan,India,Taiwan,2.0833333333333333e-05,223.0,31.5951249185,99.99828371469923,8.265398550724638e-05
38,Germany_Switzerland,Germany,Switzerland,2.05e-05,224.0,31.595145418500003,99.99834859701325,8.133152173913043e-05
258,Thailand_Malaysia,Thailand,Malaysia,1.9958333333333335e-05,225.0,31.595165376833336,99.99841176495717,7.918251811594204e-05
14,Germany_Greece,Germany,Greece,1.8499999999999996e-05,226.0,31.595183876833335,99.99847031728932,7.339673913043477e-05
161,Luxembourg_France,Luxembourg,France,1.7083333333333333e-05,227.0,31.595200960166668,99.99852438588434,6.777626811594203e-05
382,China_Vietnam,China,Vietnam,1.6910000000000002e-05,228.0,31.595217870166667,99.99857790588092,6.708858695652175e-05
137,India_Thailand,India,Thailand,1.6666666666666664e-05,229.0,31.595234536833335,99.9986306557297,6.61231884057971e-05
242,Spain_Portugal,Spain,Portugal,1.6666666666666667e-05,230.0,31.595251203500002,99.99868340557849,6.61231884057971e-05
24,Germany_Luxembourg,Germany,Luxembourg,1.633333333333333e-05,231.0,31.595267536833337,99.99873510043031,6.480072463768115e-05
62,Greece_Norway,Greece,Norway,1.6166666666666665e-05,232.0,31.5952837035,99.99878626778363,6.413949275362319e-05
321,United States_Netherlands,United States,Netherlands,1.6e-05,233.0,31.5952997035,99.99883690763846,6.347826086956521e-05
121,India_New Zealand,India,New Zealand,1.55e-05,234.0,31.5953152035,99.99888596499783,6.14945652173913e-05
260,Turkey_Austria,Turkey,Austria,1.5402e-05,235.0,31.5953306055,99.99893471218809,6.110576086956522e-05
207,Russia_Ukraine,Russia,Ukraine,1.3700000000000001e-05,236.0,31.5953443055,99.9989780725638,5.435326086956522e-05
317,United States_Ireland,United States,Ireland,1.3333333333333335e-05,237.0,31.59535763883333,99.99902027244283,5.289855072463769e-05
287,Ukraine_India,Ukraine,India,1.3e-05,238.0,31.59537063883333,99.99906141732488,5.157608695652174e-05
131,India_Sri Lanka,India,Sri Lanka,1.25e-05,239.0,31.59538313883333,99.99910097971147,4.9592391304347834e-05
129,India_South Africa,India,South Africa,1.2166666666666667e-05,240.0,31.5953953055,99.99913948710109,4.8269927536231884e-05
247,Spain_Turkey,Spain,Turkey,1.2005000000000001e-05,241.0,31.595407310499997,99.99917748281717,4.762853260869565e-05
