Date,Year,Quarter,Henan,Shanxi,Guizhou,Guangxi,Chongqing,IM,Other
2019-02-01 00:00:00.000,2019,Q1,0.146,0.07499999999999998,0.0,0.008,0.015,0.048,0
2019-03-01 00:00:00.000,2019,Q1,0.151,0.057,0.0,0.015,0.017,0.058,0
2019-04-01 00:00:00.000,2019,Q2,0.151,0.08799999999999998,0.0,0.0,0.016,0.045,0
2019-05-01 00:00:00.000,2019,Q2,0.135,0.078,0.0,0.0,0.033,0.059,0
2019-06-01 00:00:00.000,2019,Q2,0.261,0.152,0.0,0.0,0.032,0.056,0
2019-07-01 00:00:00.000,2019,Q3,0.2,0.22,0.008,0.034,0.035,0.059,0
2019-08-01 00:00:00.000,2019,Q3,0.252,0.27,0.013,0.035,0.045,0.059,0
2019-09-01 00:00:00.000,2019,Q3,0.247,0.284,0.016,0.034,0.046,0.058,0
2019-10-01 00:00:00.000,2019,Q4,0.28,0.433,0.017,0.0,0.045,0.059,0
2019-11-01 00:00:00.000,2019,Q4,0.285,0.398,0.016,0.023,0.041,0.058,0
2019-12-01 00:00:00.000,2019,Q4,0.302,0.37,0.0,0.0,0.071,0.059,0
2020-01-01 00:00:00.000,2020,Q1,0.31,0.38,0.0,0.012,0.072,0.059,0
2020-02-01 00:00:00.000,2020,Q1,0.31,0.426,0.0,0.011,0.066,0.056,0
2020-03-01 00:00:00.000,2020,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0
