Date,Year,Quarter,"by Company, Mt Bx",Chalco-Shandong,Chalco-Zhengzhou,Chalco-Zhongzhou,Chiping Xinfa,Nanshan,Weiqiao,Lubei,Jinjiang,Xinwang,Yunnan Aluminium,SPIC,Other
2014-10-01 00:00:00.000,2014,Q4,Customs,0.46985304,0.03789744,0.0,0.206453855,0.3658494,1.100428124,0.17236593,0.0,0.058061665,,,0.14945096
2014-12-01 00:00:00.000,2014,Q4,Customs,0.494242267,0.0482944,0.0,0.615086825,0.427751538,1.513251923,0.06174805,0.0,0.0,,,0.08743588
2015-03-01 00:00:00.000,2015,Q1,Customs,0.71643476,0.0445173,0.0,0.637249772,0.382457879,2.176196736,0.2256016,0.0,0.119777889,,,0.14108244
2015-04-01 00:00:00.000,2015,Q2,Customs,0.564669603,0.0819445,0.0,0.73327003,0.318417628,2.733594111,0.07894823,0.0,0.0,,,0.208143291
2015-06-01 00:00:00.000,2015,Q2,Customs,0.1432133,0.07056469,0.0,0.980993061,0.372692379,2.200865755,0.11188428,0.0,0.0,,,0.1605935
2015-07-01 00:00:00.000,2015,Q3,Customs,0.64438602,0.107536,0.0,0.797814871,0.417169616,2.778882248,0.18092685,0.0,0.0,,,0.135059231
2015-08-01 00:00:00.000,2015,Q3,Customs,0.25898571,0.112865,0.0,0.773772777,0.322191874,2.628236216,0.18563288,0.0,0.0,,,0.295085377
2015-09-01 00:00:00.000,2015,Q3,Customs,0.52660484,0.11676199999999999,0.0,1.232799033,0.314090584,4.196730163,0.12887139,0.0,0.0,,,0.298322942
2015-10-01 00:00:00.000,2015,Q4,Customs,0.1223567,0.03820490000000001,0.0,0.493448546,0.242904954,3.462209358,0.07424392,0.0,0.0,,,0.04264045
2015-11-01 00:00:00.000,2015,Q4,Customs,0.59709559,0.048576,0.0,0.453206866,0.19554510100000003,3.841720839,0.15771325,0.0,0.0,,,0.123020375
2015-12-01 00:00:00.000,2015,Q4,Customs,0.58294601,0.12188199999999999,0.0,1.599361442,0.308401292,4.290972381,0.0936259,0.0,0.0,,,0.109529894
2016-01-01 00:00:00.000,2016,Q1,Customs,0.30564285,0.052104,0.0,0.78869054,0.383045435,3.660784677,0.025075,0.0,0.0,,,0.08746639
2016-02-01 00:00:00.000,2016,Q1,Customs,0.3945709,0.0,0.057882,0.321765661,0.126469124,2.283406822,0.037605,0.0,0.0,,,0.0
2016-03-01 00:00:00.000,2016,Q1,Customs,0.52312277,0.0,0.0,0.734156506,0.410862362,3.287171547,0.0,0.0,0.0,,,0.15393943
2016-04-01 00:00:00.000,2016,Q2,Customs,0.41609666,0.0,0.0,0.40544259,0.533034799,2.927938725,0.0,0.0,0.0,,,0.12407593
2016-05-01 00:00:00.000,2016,Q2,Customs,0.827655389,0.0,0.0,0.373098783,0.40267958,2.244565266,0.0,0.0,0.0,,,0.0
2016-06-01 00:00:00.000,2016,Q2,Customs,0.53896167,0.0,0.0,0.576129516,0.371340988,1.9136833,0.10562,0.0,0.0,,,0.0
2016-07-01 00:00:00.000,2016,Q3,Customs,0.64899925,0.0,0.0,0.589223654,0.20397625,2.11575927,0.02856,0.0,0.0,,,0.04548704
2016-08-01 00:00:00.000,2016,Q3,Customs,0.30237799,0.0,0.0,0.71669999,0.318729608,3.037677717,0.0,0.0,0.0,,,0.08199732599999998
2016-09-01 00:00:00.000,2016,Q3,Customs,0.3067191,0.0,0.0,1.052632846,0.10917620199999999,2.881637546,0.06958644,0.0,0.0,,,0.046876975
2016-10-01 00:00:00.000,2016,Q4,Customs,0.41125094,0.0,0.0,0.69038948,0.145170274,2.958574848,0.0,0.0,0.0,,,0.07225182
2016-11-01 00:00:00.000,2016,Q4,Customs,0.27130907,0.0,0.0,1.043029808,0.260449388,3.3505714839999996,0.082190575,0.0,0.0,,,0.155602433
2016-12-01 00:00:00.000,2016,Q4,Customs,0.315387325,0.0,0.0,0.772061193,0.131216884,3.229496133,0.054274685,0.0,0.0,,,0.156963588
2017-01-01 00:00:00.000,2017,Q1,Customs,0.1977131,0.0,0.0,1.070111265,0.272766246,2.929158746,0.087927,0.0,0.0,,,0.037235906
2017-02-01 00:00:00.000,2017,Q1,Customs,0.13779564,0.0,0.0,0.999925262,0.264781272,2.328222442,0.26237082,0.0,0.0,,,0.265038303
2017-03-01 00:00:00.000,2017,Q1,Customs,0.2856086,0.0,0.0,0.896676723,0.200233898,3.167357443,0.10506321,0.0,0.0,,,0.413654272
2017-04-01 00:00:00.000,2017,Q2,Customs,0.23709092,0.0,0.0,1.037342947,0.164009097,3.582258916,0.17384021,0.0,0.0,,,0.390214101
2017-05-01 00:00:00.000,2017,Q2,Customs,0.1960765,0.0,0.0,1.980337926,0.202720743,3.037138658,0.1257309,0.0,0.0,,,0.12639122
2017-06-01 00:00:00.000,2017,Q2,Customs,0.40338815,0.0,0.0,1.838065478,0.439237551,3.951878524,0.0862222,0.0,0.0,,,0.174532015
2017-07-01 00:00:00.000,2017,Q3,Customs,0.505781079,0.0,0.0,1.723264547,0.120910495,3.610906027,0.09088498699999999,0.0,0.0,,,0.088008105
2017-08-01 00:00:00.000,2017,Q3,Customs,0.49591709799999995,0.0,0.0,1.256005313,0.393871969,4.062598355,0.191177102,0.0,0.0,,,0.12711035
2017-09-01 00:00:00.000,2017,Q3,Customs,0.43403461,0.0,0.0,1.442660712,0.413532035,3.8361507039999996,0.04694624,0.0,0.0,,,0.369155611
2017-10-01 00:00:00.000,2017,Q4,Customs,0.379723127,0.0,0.0,1.091569721,0.217711397,2.554583082,0.0,0.077099418,0.0,,,0.136700313
2017-11-01 00:00:00.000,2017,Q4,Customs,0.30740489,0.0,0.0,0.939871878,0.397260892,3.8093127539999996,0.0976752,0.0,0.0,,,0.309887651
2017-12-01 00:00:00.000,2017,Q4,Customs,0.550122739,0.0,0.181897233,0.78905579,0.791628909,4.414325518,0.04602886,0.0,0.0,0.04271052,,0.346960943
2018-01-01 00:00:00.000,2018,Q1,Customs,0.908138704,0.0,0.0,0.679386163,0.258632508,4.498353598,0.0956523,0.0,0.0,0.08716272,,0.510307388
2018-02-01 00:00:00.000,2018,Q1,Customs,0.683629705,0.0,0.0,0.484190354,0.297264843,3.93246744,0.100520915,0.0,0.0,0.046248,,0.550860448
2018-03-01 00:00:00.000,2018,Q1,Customs,0.36118416,0.0,0.0,1.037840618,0.416461922,4.573258429,0.0,0.0,0.0,0.09178014,,0.7905136689999998
2018-04-01 00:00:00.000,2018,Q2,Customs,0.636638,0.0,0.0,0.7245233,0.5086198,3.7806008,0.0468657,0.0,0.0,0.0,,0.1158335
2018-05-01 00:00:00.000,2018,Q2,Customs,0.8389077219999997,0.0,0.0,1.032475697,0.400888958,4.756275877,0.09577784,0.0,0.0,0.0,,0.164965
2018-06-01 00:00:00.000,2018,Q2,Customs,0.73404205,0.0,0.0,1.265130481,0.326029467,4.212822923,0.04675,0.0,0.0,0.07633215999999998,,0.258107985
2018-07-01 00:00:00.000,2018,Q3,Customs,0.8388563999999998,0.0,0.0,1.4031673,0.5109424,3.7670422,0.047971,0.0,0.0,0.094881,,0.2105206
2018-08-01 00:00:00.000,2018,Q3,Customs,0.5900936,0.0,0.0,0.984976852,0.368634235,4.3799444,0.10641569999999999,0.0,0.0,0.0907904,0.2425064,0.3844926
2018-09-01 00:00:00.000,2018,Q3,Customs,0.528477075,0.0,0.0,1.560135843,0.332767579,3.64870877,0.0,0.041142,0.0,0.0,0.213321802,0.579756737
2018-10-01 00:00:00.000,2018,Q4,Customs,0.7417964889999998,0.0,0.0,0.81230256,0.305751392,3.503070893,0.05324658,0.180522446,0.0,0.0,0.266009674,0.259742885
2018-11-01 00:00:00.000,2018,Q4,Customs,0.7926908729999999,0.0,0.0,1.718290153,0.347636068,3.734657628,0.0,0.105381024,0.0,0.0,0.347196779,0.60705323
2018-12-01 00:00:00.000,2018,Q4,Customs,1.072037607,0.0,0.175928,0.5455247964,0.276876444,4.217623333,0.04386043,0.0,0.0,0.0,0.367631052,0.539114974
2019-01-01 00:00:00.000,2019,Q1,Customs,0.942709698,0.0,0.1610882,1.031405702,0.317211697,4.549224912,0.09012695,0.0,0.0,0.0,0.219455335,0.58120282
2019-02-01 00:00:00.000,2019,Q1,Customs,1.49022453,0.0,0.15622231,1.360994041,0.321652819,4.832666984,0.04669059,0.0,0.0,0.0,0.060532407,0.62313897
2019-03-01 00:00:00.000,2019,Q1,Customs,1.10605907,0.0,0.0,1.65352937,0.2498063,4.848878822,0.0,0.0,0.0,0.0,0.15343621,1.02048905
2019-04-01 00:00:00.000,2019,Q2,Customs,1.446393865,0.0,0.160298382,1.611247364,0.312309855,4.999101065,0.14705,0.0,0.0,0.0,0.29509924,0.7991640989999999
2019-05-01 00:00:00.000,2019,Q2,Customs,0.869307888,0.0,0.0,1.152222867,0.30270471,3.975010399,0.048215613,0.0,0.0,0.0,0.31807118,2.524769636
2019-06-01 00:00:00.000,2019,Q2,Customs,0.793657495,0.0,0.1613025,1.235376199,0.3800588,5.011159556,0.0,0.0,0.0,0.0,0.0,1.287875605
2019-07-01 00:00:00.000,2019,Q3,Customs,1.4931801000000002,0.0,0.0,1.3758510624,0.306135682,3.834978147,0.1375558,0.0,0.0,0.0,0.32583173,1.576914769
2019-08-01 00:00:00.000,2019,Q3,Customs,1.50842835,0.0,0.0,1.364299821,0.302908083,4.353261964,0.1414825,0.0,0.0,0.0,0.1856909,0.7871349949999998
2019-09-01 00:00:00.000,2019,Q3,Customs,1.133790993,0.0,0.0,1.459398713,0.421905216,2.23538003,0.19124103399999998,0.0,0.0,0.0,0.515033547,0.792713410999999
2019-10-01 00:00:00.000,2019,Q4,Customs,1.245853,0.037723,0.0,1.336582,0.162911,2.358898,0.0,0.0,0.0,0.0,0.308068,1.028362
2019-11-01 00:00:00.000,2019,Q4,Customs,1.534348,0.093755,0.0,1.375695206,0.299930866,2.716670678,0.0,0.0,0.0,0.0,0.0,1.194255491
2019-12-01 00:00:00.000,2019,Q4,Customs,2.15821,0.047337,,0.8464469999999998,0.367992,3.742528,0.040631,,,,,1.676294
2020-01-01 00:00:00.000,2020,Q1,Customs,1.793473,0.088289,,0.586157,0.380443,3.441196,,,,,,1.615743
2020-02-01 00:00:00.000,2020,Q1,Customs,1.935849,0.171314,,0.437716,0.201957,3.690497,,,,,0.192318,2.009704139
2020-03-01 00:00:00.000,2020,Q1,Customs,1.381614,0.139092,,1.324816,0.280173,3.423031,,,,,0.212635,2.0637542
2020-04-01 00:00:00.000,2020,Q2,Customs,1.559278,0.208442,,0.408595,0.367087,5.029816,0.094755,,,,0.742391,2.7106711
